fips,geo_name,state_abb,year,total_bridges,deficient_bridges,poor_bridges,fair_bridges,good_bridges,bridge_imp_cost_k,roadway_imp_cost_k,total_imp_cost_k,total_deck_area_sqm,deficient_deck_area_sqm,total_adt,avg_min_condition,avg_sufficiency,avg_bridge_age,scour_critical_count,pct_deficient,pct_poor,imp_cost_per_bridge_k,cwns_facility_count,cwns_total_needs_cost,cwns_total_design_flow
4801000,abilene,TX,1992,180,2,2,20,63,1614.0,405.0,4079.0,65791.06,3827.2199999999993,1311150.0,6.941176470588236,85.04730538922155,33.083333333333336,0,1.11,1.11,22.7,,,
4801000,abilene,TX,1993,180,2,2,20,63,1707.0,429.0,4196.0,65791.06,3827.2199999999993,1189190.0,6.952941176470588,85.3125748502994,34.083333333333336,0,1.11,1.11,23.3,,,
4801000,abilene,TX,1994,183,1,1,26,58,1962.0,493.0,4328.0,66393.52,781.6599999999999,1218910.0,6.670588235294118,85.57352941176471,34.52459016393443,0,0.55,0.55,23.7,,,
4801000,abilene,TX,1995,184,1,1,27,57,2083.0,523.0,4479.0,67014.5,781.6599999999999,1305180.0,6.623529411764705,85.93859649122807,35.33695652173913,0,0.54,0.54,24.3,,,
4801000,abilene,TX,1996,184,0,0,34,53,2487.0,624.0,4894.0,69192.42,0.0,1021230.0,6.620689655172414,87.47777777777779,36.33695652173913,0,0.0,0.0,26.6,,,
4801000,abilene,TX,1997,188,1,1,32,58,2618.0,601.0,4911.0,73278.51,165.49,1432224.0,6.626373626373627,87.11714285714285,36.38297872340426,0,0.53,0.53,26.1,,,
4801000,abilene,TX,1998,193,1,1,43,50,2608.0,597.0,4897.0,75905.2,165.49,1459354.0,6.531914893617022,87.00561797752809,36.45077720207254,0,0.52,0.52,25.4,,,
4801000,abilene,TX,1999,193,1,1,42,50,2778.0,640.0,5014.0,75882.14,165.49,1459354.0,6.537634408602151,87.04044943820224,37.2279792746114,0,0.52,0.52,26.0,,,
4801000,abilene,TX,2000,197,0,0,34,62,2815.0,649.0,5060.0,84197.5,0.0,1236590.0,6.677083333333333,89.40441988950276,37.83589743589744,0,0.0,0.0,25.7,,,
4801000,abilene,TX,2001,198,0,0,34,62,2815.0,649.0,5060.0,84544.38,0.0,1645110.0,6.677083333333333,88.70934065934067,38.31818181818182,0,0.0,0.0,25.6,,,
4801000,abilene,TX,2002,202,0,0,40,58,2815.0,649.0,5060.0,90958.88,0.0,1792993.0,6.551020408163265,88.18641304347825,38.57920792079208,0,0.0,0.0,25.0,,,
4801000,abilene,TX,2003,204,0,0,40,60,2443.0,791.0,4530.0,92147.1,0.0,1854293.0,6.59,88.53924731182795,39.20098039215687,0,0.0,0.0,22.2,,,
4801000,abilene,TX,2004,235,0,0,44,72,2574.0,824.0,4694.0,109547.43,0.0,2219614.0,6.715517241379311,89.59716981132075,37.731914893617024,0,0.0,0.0,20.0,,,
4801000,abilene,TX,2005,235,0,0,43,73,2566.0,822.0,3663.0,109600.14,0.0,2109664.0,6.75,89.94245283018867,38.51914893617021,0,0.0,0.0,15.6,,,
4801000,abilene,TX,2006,239,0,0,53,65,2594.0,829.0,3901.0,121185.19,0.0,2149944.0,6.52542372881356,89.6553488372093,39.07531380753138,0,0.0,0.0,16.3,,,
4801000,abilene,TX,2007,239,0,0,53,65,2599.0,830.0,3907.0,121185.19,0.0,2184574.0,6.52542372881356,89.38837209302325,40.07531380753138,0,0.0,0.0,16.3,,,
4801000,abilene,TX,2008,247,0,0,59,62,2525.0,813.0,3816.0,122598.93,0.0,2290160.0,6.43801652892562,89.92752293577982,40.14979757085021,0,0.0,0.0,15.4,,,
4801000,abilene,TX,2009,257,0,0,63,61,2549.0,819.0,3846.0,126515.96,0.0,2457629.0,6.395161290322581,89.31497797356828,41.07003891050584,0,0.0,0.0,15.0,,,
4801000,abilene,TX,2010,231,0,0,73,55,2665.0,851.0,3994.0,130147.81,0.0,2117114.0,6.3359375,90.28311688311688,43.25974025974026,0,0.0,0.0,17.3,,,
4801000,abilene,TX,2011,237,0,0,73,60,2665.0,851.0,3994.0,146345.29,0.0,2121514.0,6.37593984962406,90.35485232067508,43.16455696202532,0,0.0,0.0,16.9,,,
4801000,abilene,TX,2012,237,0,0,77,56,2665.0,851.0,3994.0,148311.13999999998,0.0,2135244.0,6.360902255639098,90.4139240506329,44.16455696202532,0,0.0,0.0,16.9,,,
4801000,abilene,TX,2013,237,0,0,79,54,2665.0,851.0,3994.0,148571.06,0.0,2120174.0,6.345864661654136,90.3071729957806,45.16455696202532,0,0.0,0.0,16.9,,,
4801000,abilene,TX,2014,237,0,0,82,51,2665.0,851.0,3994.0,148573.07,0.0,2120174.0,6.30827067669173,90.22236286919832,46.16455696202532,0,0.0,0.0,16.9,,,
4801000,abilene,TX,2015,237,0,0,82,51,2665.0,851.0,3994.0,148580.06,0.0,2120174.0,6.30827067669173,89.96919831223629,47.16455696202532,0,0.0,0.0,16.9,,,
4801000,abilene,TX,2016,239,0,0,83,52,2665.0,851.0,3994.0,150472.46,0.0,2182524.0,6.288888888888889,88.84811715481172,47.8326359832636,0,0.0,0.0,16.7,,,
4801000,abilene,TX,2017,240,1,0,85,51,2735.0,858.0,4099.0,164867.8,68.89000000000001,2165869.0,6.294117647058823,89.34750000000001,48.6375,0,0.42,0.0,17.1,,,
4801000,abilene,TX,2018,240,4,3,92,41,2735.0,858.0,4099.0,159543.0,3223.9999999999995,2165869.0,6.080882352941177,89.51666666666667,50.1,0,1.67,1.25,17.1,,,
4801000,abilene,TX,2019,242,4,3,93,42,2990.0,886.0,4484.0,175322.67,3224.0,2192369.0,6.094202898550725,,50.69421487603306,0,1.65,1.24,18.5,,,
4801000,abilene,TX,2020,242,4,3,93,42,2990.0,886.0,4484.0,174635.7,2021.96,2188133.0,6.1231884057971016,,51.70247933884298,0,1.65,1.24,18.5,,,
4801000,abilene,TX,2021,242,4,3,94,41,2990.0,886.0,4484.0,174635.7,2021.96,2264478.0,6.115942028985507,,52.70247933884298,0,1.65,1.24,18.5,,,
4801000,abilene,TX,2022,242,3,2,100,36,2990.0,886.0,4484.0,174635.7,2518.3,2160581.0,6.086956521739131,,53.64049586776859,0,1.24,0.83,18.5,,,
4801000,abilene,TX,2023,242,1,0,102,36,3255.0,901.0,4879.0,164431.11,68.06,2151649.0,6.108695652173913,,54.64049586776859,0,0.41,0.0,20.2,,,
4801000,abilene,TX,2024,243,1,0,94,46,3255.0,901.0,4879.0,170384.11,67.24,2154918.0,6.221428571428572,,55.41975308641975,0,0.41,0.0,20.1,,,
4801000,abilene,TX,2025,245,1,0,98,43,3255.0,901.0,4879.0,171327.81,67.24,2213220.0,6.205673758865248,,55.97142857142857,0,0.41,0.0,19.9,,,
3901000,akron,OH,1992,212,16,16,49,63,4075.0,408.0,4750.0,205944.8,32473.12,5604671.0,6.3359375,79.5837037037037,28.806603773584907,0,7.55,7.55,22.4,1.0,334339479.0,310.0
3901000,akron,OH,1993,212,12,12,54,63,4075.0,408.0,4750.0,206229.32,23975.24,5604671.0,6.3023255813953485,79.82074074074073,29.806603773584907,0,5.66,5.66,22.4,1.0,334339479.0,310.0
3901000,akron,OH,1994,213,13,13,54,62,4075.0,408.0,4750.0,206811.38,23045.64,6064326.0,6.325581395348837,80.00220588235294,30.676056338028168,0,6.1,6.1,22.3,1.0,334339479.0,310.0
3901000,akron,OH,1995,222,11,11,59,63,4075.0,408.0,4750.0,218991.12,15618.56,6193516.0,6.383458646616542,81.24964539007092,30.463963963963963,0,4.95,4.95,21.4,1.0,334339479.0,310.0
3901000,akron,OH,1996,222,12,12,53,68,4075.0,408.0,4750.0,227321.18,20618.92,6328385.0,6.398496240601504,80.60354609929078,31.463963963963963,0,5.41,5.41,21.4,1.0,334339479.0,310.0
3901000,akron,OH,1997,222,7,7,56,70,4075.0,408.0,4750.0,227459.29,9554.16,6328385.0,6.609022556390977,81.98226950354609,32.46396396396396,0,3.15,3.15,21.4,1.0,334339479.0,310.0
3901000,akron,OH,1998,228,5,5,50,82,4075.0,408.0,4750.0,230306.21,8167.69,6372104.0,6.729927007299271,82.6554794520548,33.473684210526315,0,2.19,2.19,20.8,1.0,334339479.0,310.0
3901000,akron,OH,1999,228,6,6,52,79,4075.0,408.0,4750.0,230061.81,8920.640000000001,6792307.0,6.649635036496351,82.61575342465753,34.473684210526315,0,2.63,2.63,20.8,1.0,334339479.0,310.0
3901000,akron,OH,2000,229,9,9,59,69,4075.0,408.0,4750.0,230201.96,11618.74,6789497.0,6.481751824817518,82.49047619047619,35.3231441048035,0,3.93,3.93,20.7,1.0,334339479.0,310.0
3901000,akron,OH,2001,229,10,9,60,69,4075.0,408.0,4750.0,230201.96,9799.97,6790297.0,6.5,82.2326530612245,36.3231441048035,0,4.37,3.93,20.7,1.0,334339479.0,310.0
3901000,akron,OH,2002,233,7,7,62,71,4075.0,408.0,4750.0,231783.57,8569.0,6901422.0,6.578571428571428,82.866,37.137339055794,0,3.0,3.0,20.4,1.0,334339479.0,310.0
3901000,akron,OH,2003,233,5,5,62,74,4075.0,408.0,4750.0,231783.57,7470.61,6901422.0,6.6453900709219855,82.59266666666666,38.137339055794,0,2.15,2.15,20.4,1.0,334339479.0,310.0
3901000,akron,OH,2004,233,4,4,66,71,4075.0,408.0,4750.0,231783.57,6620.419999999999,6959682.0,6.595744680851064,82.71133333333334,39.137339055794,0,1.72,1.72,20.4,1.0,334339479.0,310.0
3901000,akron,OH,2005,233,5,5,74,62,4075.0,408.0,4750.0,231763.81,6282.22,6981693.0,6.446808510638298,82.206,40.137339055794,0,2.15,2.15,20.4,1.0,334339479.0,310.0
3901000,akron,OH,2006,238,5,5,75,64,4075.0,408.0,4750.0,233963.1,6414.22,7499110.0,6.472222222222222,82.33961038961039,40.3655462184874,0,2.1,2.1,20.0,1.0,334339479.0,310.0
3901000,akron,OH,2007,237,8,8,77,60,4075.0,408.0,4750.0,235678.13,9476.33,7510985.0,6.413793103448276,81.67999999999999,41.33755274261603,0,3.38,3.38,20.0,1.0,334339479.0,310.0
3901000,akron,OH,2008,245,10,10,82,59,4075.0,408.0,4750.0,241268.88,10127.98,7599403.0,6.410596026490066,81.57018633540372,41.55102040816327,0,4.08,4.08,19.4,1.0,334339479.0,310.0
3901000,akron,OH,2009,247,10,10,82,59,4075.0,408.0,4750.0,241337.42,21484.48,7341818.0,6.3907284768211925,81.79937888198758,42.125506072874494,0,4.05,4.05,19.2,1.0,334339479.0,310.0
3901000,akron,OH,2010,164,15,15,82,54,4128.0,414.0,4809.0,244279.25,53466.31,4488375.0,6.291390728476821,81.21036585365853,43.66463414634146,0,9.15,9.15,29.3,1.0,334339479.0,310.0
3901000,akron,OH,2011,165,14,14,83,55,4128.0,414.0,4809.0,245243.09,30041.07,4494585.0,6.296052631578948,80.06666666666666,44.448484848484846,0,8.48,8.48,29.1,1.0,334339479.0,310.0
3901000,akron,OH,2012,170,10,10,90,52,4128.0,414.0,4809.0,246598.29,14897.59,4522146.0,6.276315789473684,80.80588235294118,44.14117647058824,0,5.88,5.88,28.3,1.0,334339479.0,310.0
3901000,akron,OH,2013,173,7,7,86,61,4128.0,414.0,4809.0,245786.21,8981.1,4533864.0,6.441558441558442,80.97687861271676,44.36416184971098,0,4.05,4.05,27.8,1.0,334339479.0,310.0
3901000,akron,OH,2014,174,6,6,86,63,4128.0,414.0,4809.0,246472.53,8447.08,4554924.0,6.458064516129032,81.63620689655173,45.16666666666666,0,3.45,3.45,27.6,1.0,334339479.0,310.0
3901000,akron,OH,2015,175,6,6,82,69,4128.0,414.0,4809.0,246980.72,8411.61,4659503.0,6.509554140127388,85.15485714285714,46.50857142857143,0,3.43,3.43,27.5,1.0,334339479.0,310.0
3901000,akron,OH,2016,177,5,5,85,68,4129.0,415.0,4811.0,247093.07,8264.38,4670523.0,6.525316455696203,82.35649717514124,46.983050847457626,0,2.82,2.82,27.2,1.0,334339479.0,310.0
3901000,akron,OH,2017,177,3,3,90,65,4129.0,415.0,4811.0,246337.11,5856.86,4421633.0,6.436708860759493,82.69774011299435,47.983050847457626,0,1.69,1.69,27.2,1.0,334339479.0,310.0
3901000,akron,OH,2018,177,3,3,84,71,4129.0,46217.0,89040.0,247427.93,5716.43,4480249.0,6.5,83.69943502824859,48.1864406779661,0,1.69,1.69,503.1,1.0,334339479.0,310.0
3901000,akron,OH,2019,184,4,4,81,80,4129.0,46217.0,510180.0,261941.32,6420.43,4708907.0,6.563636363636364,,47.77173913043478,0,2.17,2.17,2772.7,1.0,334339479.0,310.0
3901000,akron,OH,2020,186,4,4,81,82,4129.0,46217.0,594408.0,263360.69,6429.23,4722457.0,6.592814371257485,,48.25806451612903,0,2.15,2.15,3195.7,1.0,334339479.0,310.0
3901000,akron,OH,2021,187,3,3,85,80,4129.0,46217.0,594408.0,264680.83,3648.98,4729153.0,6.583333333333333,,48.99465240641711,0,1.6,1.6,3178.7,1.0,334339479.0,310.0
3901000,akron,OH,2022,191,3,3,82,86,2375.0,46217.0,594408.0,268635.05,3648.98,4741807.0,6.619883040935672,,48.9738219895288,0,1.57,1.57,3112.1,1.0,334339479.0,310.0
3901000,akron,OH,2023,192,3,3,81,87,2375.0,46217.0,594408.0,268813.4,3648.98,4758557.0,6.614035087719298,,49.848958333333336,0,1.56,1.56,3095.9,1.0,334339479.0,310.0
3901000,akron,OH,2024,193,3,3,81,88,2375.0,46217.0,594408.0,271424.25,3648.98,4774127.0,6.6395348837209305,,50.590673575129536,0,1.55,1.55,3079.8,1.0,334339479.0,310.0
3901000,akron,OH,2025,194,3,3,82,87,2375.0,46217.0,594408.0,271611.25,3738.8,4772794.0,6.604651162790698,,51.329896907216494,0,1.55,1.55,3064.0,1.0,334339479.0,310.0
600562,alameda,CA,1992,8,0,0,3,4,2318.0,231.0,3477.0,16425.48,0.0,93107.0,6.428571428571429,69.65714285714286,30.125,0,0.0,0.0,434.6,1.0,11439082.0,0.0
600562,alameda,CA,1993,8,0,0,3,4,3959.0,395.0,5938.0,19801.68,0.0,93107.0,6.428571428571429,69.65714285714286,31.25,0,0.0,0.0,742.2,1.0,11439082.0,0.0
600562,alameda,CA,1994,8,0,0,3,4,2162.0,215.0,3243.0,17606.76,0.0,93208.0,6.428571428571429,69.37142857142858,32.25,0,0.0,0.0,405.4,1.0,11439082.0,0.0
600562,alameda,CA,1995,8,0,0,3,4,0.0,0.0,0.0,17606.76,0.0,94608.0,6.428571428571429,69.6,33.25,0,0.0,0.0,0.0,1.0,11439082.0,0.0
600562,alameda,CA,1996,8,0,0,3,4,2613.0,261.0,3919.0,17606.76,0.0,126107.0,6.428571428571429,69.22857142857143,34.25,0,0.0,0.0,489.9,1.0,11439082.0,0.0
600562,alameda,CA,1997,8,1,1,5,1,4732.0,1182.0,5914.0,17606.76,2359.84,126107.0,5.571428571428571,68.92857142857143,35.25,0,12.5,12.5,739.2,1.0,11439082.0,0.0
600562,alameda,CA,1998,8,2,2,4,1,6451.0,646.0,9679.0,17606.76,3150.04,126107.0,5.142857142857143,67.8,36.25,0,25.0,25.0,1209.9,1.0,11439082.0,0.0
600562,alameda,CA,1999,8,2,2,4,1,6451.0,646.0,9679.0,17606.76,3150.04,126107.0,5.0,67.62857142857142,37.25,0,25.0,25.0,1209.9,1.0,11439082.0,0.0
600562,alameda,CA,2000,8,3,3,3,1,8609.0,862.0,12914.0,17815.079999999998,8990.69,126107.0,4.571428571428571,64.72857142857143,38.25,0,37.5,37.5,1614.2,1.0,11439082.0,0.0
600562,alameda,CA,2001,8,3,3,2,2,8609.0,862.0,12914.0,17815.079999999998,8990.69,126107.0,4.857142857142857,66.44285714285715,39.25,0,37.5,37.5,1614.2,1.0,11439082.0,0.0
600562,alameda,CA,2002,8,3,3,2,2,8609.0,862.0,12914.0,17815.079999999998,8990.69,126107.0,5.142857142857143,67.01428571428572,40.25,0,37.5,37.5,1614.2,1.0,11439082.0,0.0
600562,alameda,CA,2003,8,4,4,1,2,8609.0,862.0,12914.0,17815.079999999998,9425.39,126107.0,4.857142857142857,66.44285714285715,41.25,0,50.0,50.0,1614.2,1.0,11439082.0,0.0
600562,alameda,CA,2004,8,4,4,1,2,12944.0,1295.0,19415.0,17815.079999999998,9425.39,155907.0,4.857142857142857,67.87142857142858,42.25,0,50.0,50.0,2426.9,1.0,11439082.0,0.0
600562,alameda,CA,2005,8,4,4,1,2,8609.0,862.0,12914.0,17815.079999999998,9425.39,155907.0,4.857142857142857,67.87142857142858,43.25,0,50.0,50.0,1614.2,1.0,11439082.0,0.0
600562,alameda,CA,2006,8,3,3,2,2,8609.0,862.0,12914.0,17815.079999999998,3584.74,156307.0,5.285714285714286,68.58571428571429,44.25,0,37.5,37.5,1614.2,1.0,11439082.0,0.0
600562,alameda,CA,2007,8,3,3,2,2,8609.0,862.0,12914.0,15747.75,3584.74,156307.0,5.285714285714286,68.58571428571429,45.25,0,37.5,37.5,1614.2,1.0,11439082.0,0.0
600562,alameda,CA,2008,8,2,2,5,0,8609.0,862.0,12914.0,15747.75,1224.9,156307.0,5.142857142857143,72.2,46.25,0,25.0,25.0,1614.2,1.0,11439082.0,0.0
600562,alameda,CA,2009,8,1,1,6,0,3605.0,492.0,5012.0,15747.75,434.7,156307.0,5.428571428571429,72.62857142857142,47.25,0,12.5,12.5,626.5,1.0,11439082.0,0.0
600562,alameda,CA,2010,7,1,1,5,1,5360.0,844.0,5169.0,15747.75,434.7,101207.0,5.714285714285714,72.48571428571428,51.57142857142857,0,14.29,14.29,738.4,1.0,11439082.0,0.0
600562,alameda,CA,2011,7,0,0,6,1,3077.0,615.0,5169.0,15747.75,0.0,101392.0,6.0,72.87142857142858,52.57142857142857,0,0.0,0.0,738.4,1.0,11439082.0,0.0
600562,alameda,CA,2012,7,1,1,5,1,3077.0,615.0,5169.0,15747.75,2359.84,93692.0,5.714285714285714,71.57142857142857,53.57142857142857,0,14.29,14.29,738.4,1.0,11439082.0,0.0
600562,alameda,CA,2013,7,1,1,5,1,5325.0,1064.0,8945.0,15747.75,2359.84,93692.0,5.714285714285714,71.57142857142857,54.57142857142857,0,14.29,14.29,1277.9,1.0,11439082.0,0.0
600562,alameda,CA,2014,7,1,1,5,1,5325.0,1064.0,8945.0,15747.75,2359.84,93692.0,5.714285714285714,70.68571428571428,55.57142857142857,0,14.29,14.29,1277.9,1.0,11439082.0,0.0
600562,alameda,CA,2015,7,1,1,4,2,5325.0,1064.0,8945.0,15747.75,2359.84,93692.0,5.714285714285714,68.8,56.57142857142857,0,14.29,14.29,1277.9,1.0,11439082.0,0.0
600562,alameda,CA,2016,7,0,0,4,3,3077.0,615.0,5169.0,15747.75,0.0,114277.0,6.285714285714286,68.92857142857143,57.57142857142857,0,0.0,0.0,738.4,1.0,11439082.0,0.0
600562,alameda,CA,2017,7,3,3,1,3,20465.0,4091.0,34381.0,15747.75,8990.69,114277.0,5.571428571428571,62.8,58.57142857142857,0,42.86,42.86,4911.6,1.0,11439082.0,0.0
600562,alameda,CA,2018,7,3,3,1,3,7139.0,1426.0,11993.0,15747.75,4366.64,114277.0,5.285714285714286,58.31428571428571,59.57142857142857,0,42.86,42.86,1713.3,1.0,11439082.0,0.0
600562,alameda,CA,2019,7,2,2,3,2,3398.0,679.0,5708.0,15747.75,3576.44,114277.0,5.142857142857143,,60.57142857142857,0,28.57,28.57,815.4,1.0,11439082.0,0.0
600562,alameda,CA,2020,7,1,1,4,2,1150.0,230.0,1932.0,15552.87,1216.6,114277.0,5.285714285714286,,61.57142857142857,0,14.29,14.29,276.0,1.0,11439082.0,0.0
600562,alameda,CA,2021,7,1,1,4,2,1150.0,230.0,1932.0,15552.87,1216.6,114277.0,5.428571428571429,,62.57142857142857,0,14.29,14.29,276.0,1.0,11439082.0,0.0
600562,alameda,CA,2022,7,1,1,5,1,1150.0,230.0,1932.0,15552.87,1216.6,135078.0,5.285714285714286,,63.57142857142857,0,14.29,14.29,276.0,1.0,11439082.0,0.0
600562,alameda,CA,2023,7,1,1,5,1,1150.0,230.0,1932.0,15552.87,1216.6,135078.0,5.285714285714286,,64.57142857142857,0,14.29,14.29,276.0,1.0,11439082.0,0.0
600562,alameda,CA,2024,7,1,1,5,1,1150.0,230.0,1932.0,15552.87,1216.6,135078.0,5.428571428571429,,65.57142857142857,0,14.29,14.29,276.0,1.0,11439082.0,0.0
600562,alameda,CA,2025,7,1,1,5,1,1150.0,230.0,1932.0,15552.87,1216.6,135078.0,5.428571428571429,,66.57142857142857,0,14.29,14.29,276.0,1.0,11439082.0,0.0
1301052,albany,GA,1992,44,0,0,7,31,0.0,0.0,0.0,55953.22,0.0,742676.0,7.052631578947368,90.89318181818182,20.84090909090909,0,0.0,0.0,0.0,2.0,276940900.0,64.0
1301052,albany,GA,1993,44,0,0,7,31,0.0,0.0,0.0,55953.22,0.0,742676.0,7.052631578947368,90.8681818181818,21.84090909090909,0,0.0,0.0,0.0,2.0,276940900.0,64.0
1301052,albany,GA,1994,44,0,0,9,29,0.0,0.0,0.0,55953.22,0.0,670600.0,6.973684210526316,91.11590909090908,22.84090909090909,0,0.0,0.0,0.0,2.0,276940900.0,64.0
1301052,albany,GA,1995,44,0,0,9,29,0.0,0.0,0.0,55953.22,0.0,912110.0,6.973684210526316,90.54545454545456,23.84090909090909,0,0.0,0.0,0.0,2.0,276940900.0,64.0
1301052,albany,GA,1996,44,1,1,8,29,0.0,0.0,0.0,55967.62,640.64,913800.0,6.947368421052632,89.86363636363636,24.84090909090909,0,2.27,2.27,0.0,2.0,276940900.0,64.0
1301052,albany,GA,1997,44,1,1,8,29,7123.0,1068.0,8191.0,55727.4,639.6,942480.0,6.947368421052632,90.47727272727272,25.84090909090909,0,2.27,2.27,186.2,2.0,276940900.0,64.0
1301052,albany,GA,1998,46,1,1,9,30,323.0,514.0,1079.0,56895.4,639.6,969040.0,6.975,88.49130434782609,25.717391304347824,0,2.17,2.17,23.5,2.0,276940900.0,64.0
1301052,albany,GA,1999,46,1,1,9,30,323.0,514.0,1079.0,56895.4,639.6,969040.0,6.975,88.49130434782609,26.717391304347824,0,2.17,2.17,23.5,2.0,276940900.0,64.0
1301052,albany,GA,2000,47,1,1,8,32,323.0,514.0,1079.0,58420.63,639.6,990760.0,6.7560975609756095,88.4659574468085,27.148936170212767,0,2.13,2.13,23.0,2.0,276940900.0,64.0
1301052,albany,GA,2001,47,0,0,8,33,323.0,514.0,1079.0,59919.29,0.0,994710.0,6.853658536585366,90.00638297872341,28.127659574468087,0,0.0,0.0,23.0,2.0,276940900.0,64.0
1301052,albany,GA,2002,47,0,0,8,33,323.0,514.0,1079.0,59919.29,0.0,1293100.0,6.853658536585366,88.27872340425533,29.127659574468087,0,0.0,0.0,23.0,2.0,276940900.0,64.0
1301052,albany,GA,2003,47,0,0,8,33,323.0,514.0,1079.0,59919.29,0.0,1293100.0,6.853658536585366,88.27872340425533,30.127659574468087,0,0.0,0.0,23.0,2.0,276940900.0,64.0
1301052,albany,GA,2004,47,0,0,8,33,323.0,514.0,1079.0,59919.29,0.0,1316620.0,6.829268292682927,88.31489361702128,31.170212765957448,0,0.0,0.0,23.0,2.0,276940900.0,64.0
1301052,albany,GA,2005,64,0,0,8,33,323.0,514.0,1079.0,59919.29,0.0,1712514.0,6.829268292682927,88.29787234042553,31.1875,0,0.0,0.0,16.9,2.0,276940900.0,64.0
1301052,albany,GA,2006,64,0,0,11,30,323.0,514.0,1079.0,59911.22,0.0,1675464.0,6.7317073170731705,83.84468085106383,32.1875,0,0.0,0.0,16.9,2.0,276940900.0,64.0
1301052,albany,GA,2007,64,0,0,11,30,323.0,514.0,1079.0,59911.22,0.0,1633224.0,6.682926829268292,83.12978723404255,33.1875,0,0.0,0.0,16.9,2.0,276940900.0,64.0
1301052,albany,GA,2008,64,0,0,11,30,323.0,514.0,1079.0,59849.57,0.0,1661894.0,6.658536585365853,82.72553191489361,34.1875,0,0.0,0.0,16.9,2.0,276940900.0,64.0
1301052,albany,GA,2009,64,0,0,11,30,323.0,514.0,1079.0,59849.57,0.0,1661894.0,6.634146341463414,82.50425531914894,35.1875,0,0.0,0.0,16.9,2.0,276940900.0,64.0
1301052,albany,GA,2010,47,0,0,11,30,323.0,514.0,1079.0,60089.27,0.0,1262960.0,6.634146341463414,82.26170212765958,37.191489361702125,0,0.0,0.0,23.0,2.0,276940900.0,64.0
1301052,albany,GA,2011,47,0,0,11,30,323.0,514.0,1079.0,60089.27,0.0,1262960.0,6.634146341463414,82.26170212765958,38.191489361702125,0,0.0,0.0,23.0,2.0,276940900.0,64.0
1301052,albany,GA,2012,48,0,0,19,22,323.0,514.0,1079.0,60377.67,0.0,1291716.0,6.414634146341464,82.7375,38.41666666666666,0,0.0,0.0,22.5,2.0,276940900.0,64.0
1301052,albany,GA,2013,48,0,0,19,22,56848.0,5688.0,85264.0,60377.67,0.0,1283148.0,6.414634146341464,82.75416666666666,39.41666666666666,0,0.0,0.0,1776.3,2.0,276940900.0,64.0
1301052,albany,GA,2014,48,0,0,19,22,56848.0,5688.0,85264.0,59719.67,0.0,1216220.0,6.414634146341464,81.17708333333333,40.41666666666666,0,0.0,0.0,1776.3,2.0,276940900.0,64.0
1301052,albany,GA,2015,48,0,0,19,22,56848.0,5688.0,85264.0,59932.24,0.0,1216220.0,6.414634146341464,81.24166666666666,41.41666666666666,0,0.0,0.0,1776.3,2.0,276940900.0,64.0
1301052,albany,GA,2016,51,0,0,22,22,171104.0,17113.0,256648.0,65643.83,0.0,1301770.0,6.386363636363637,81.40980392156862,40.0,0,0.0,0.0,5032.3,2.0,276940900.0,64.0
1301052,albany,GA,2017,51,0,0,23,21,171104.0,17113.0,256648.0,65643.83,0.0,1301770.0,6.340909090909091,81.21372549019607,41.0,0,0.0,0.0,5032.3,2.0,276940900.0,64.0
1301052,albany,GA,2018,51,0,0,24,20,171104.0,17113.0,256648.0,65643.83,0.0,1301770.0,6.318181818181818,81.17254901960784,42.0,0,0.0,0.0,5032.3,2.0,276940900.0,64.0
1301052,albany,GA,2019,51,0,0,23,21,171104.0,17113.0,256648.0,66181.16,0.0,1301770.0,6.340909090909091,,43.0,0,0.0,0.0,5032.3,2.0,276940900.0,64.0
1301052,albany,GA,2020,51,0,0,10,34,171104.0,17113.0,256648.0,66181.16,0.0,1301770.0,6.727272727272728,,44.0,0,0.0,0.0,5032.3,2.0,276940900.0,64.0
1301052,albany,GA,2021,51,0,0,9,35,171104.0,17113.0,256648.0,66181.16,0.0,1301770.0,6.795454545454546,,45.0,0,0.0,0.0,5032.3,2.0,276940900.0,64.0
1301052,albany,GA,2022,51,0,0,8,36,171104.0,17113.0,256648.0,66181.16,0.0,1301770.0,6.818181818181818,,46.0,0,0.0,0.0,5032.3,2.0,276940900.0,64.0
1301052,albany,GA,2023,51,0,0,8,36,171104.0,17113.0,256648.0,66181.16,0.0,906708.0,6.818181818181818,,47.0,0,0.0,0.0,5032.3,2.0,276940900.0,64.0
1301052,albany,GA,2024,51,0,0,9,35,171104.0,17113.0,256648.0,66181.16,0.0,906708.0,6.75,,48.0,0,0.0,0.0,5032.3,2.0,276940900.0,64.0
1301052,albany,GA,2025,53,0,0,9,37,193452.0,19347.0,290170.0,67102.76,0.0,949380.0,6.760869565217392,,47.18867924528302,0,0.0,0.0,5474.9,2.0,276940900.0,64.0
3601000,albany,NY,1992,182,61,60,40,5,55775.0,6442.0,97318.0,246908.1,187228.08,3998927.0,4.666666666666667,64.12252252252253,22.63186813186813,0,33.52,32.97,534.7,2.0,42974483.0,50.0
3601000,albany,NY,1993,183,61,60,41,5,208525.0,124417.0,332946.0,250034.76,199469.19,3943274.0,4.669811320754717,63.895535714285714,23.633879781420767,0,33.33,32.79,1819.4,2.0,42974483.0,50.0
