fips,year,srf_strict_count,srf_strict_amount,srf_incl_count,srf_incl_amount,srf_strict_amount_real,srf_incl_amount_real
4652980,2022,1.0,101500000.0,1,101500000.0,83614795.28791499,83614795.28791499
4652980,2024,1.0,11300000.0,1,11300000.0,8928218.701852802,8928218.701852802
4659020,2016,1.0,9287000.0,1,9287000.0,9480109.837387584,9480109.837387584
4659020,2020,2.0,27957400.0,2,27957400.0,26291071.8651846,26291071.8651846
4659020,2022,1.0,123000000.0,1,123000000.0,101326303.64939451,101326303.64939451
4659020,2023,1.0,17951000.0,1,17951000.0,14521935.395144524,14521935.395144524
4659020,2024,3.0,95130000.0,3,95130000.0,75162959.74400505,75162959.74400505
4714000,2020,1.0,15000000.0,1,15000000.0,14105964.00157987,14105964.00157987
4714000,2022,1.0,19000000.0,1,19000000.0,15652030.645028422,15652030.645028422
4714000,2023,1.0,20000000.0,1,20000000.0,16179528.043166982,16179528.043166982
471510,2023,1.0,34980000.0,1,34980000.0,28297994.547499053,28297994.547499053
4748000,2021,1.0,15000000.0,1,15000000.0,13332385.252604261,13332385.252604261
4748000,2024,1.0,42136000.0,1,42136000.0,33291984.355864573,33291984.355864573
4803000,2020,1.0,29500000.0,1,29500000.0,27741729.203107074,27741729.203107074
4804000,2025,1.0,16585000.0,1,16585000.0,12805268.806411514,12805268.806411514
4805000,2021,2.0,33500000.0,3,45130000.0,29775660.39748285,40112703.09666868
4805000,2022,1.0,8300000.0,3,59315000.0,6837466.018617678,48863168.30051899
4805000,2025,1.0,22160000.0,1,22160000.0,17109723.047939654,17109723.047939654
4813024,2020,,,1,9424.840793370166,,8863.097663460067
4817000,2022,1.0,4751000.0,1,4751000.0,3913831.4523436856,3913831.4523436856
4819000,2020,,,2,6087340.703126354,,5724520.588243483
4819000,2021,1.0,22000000.0,3,63104062.16962617,19554165.037152916,56088511.18998309
4819000,2022,1.0,22000000.0,3,64905000.0,18123403.904769752,53468160.474503666
4819000,2023,,,1,23842943.209736124,,19288378.414678168
4819000,2025,,,1,31257232.44533294,,24133690.90183755
4822660,2023,1.0,29660000.0,1,29660000.0,23994240.088016633,23994240.088016633
4826232,2023,,,1,2943944.910991335,,2381581.962246151
4827000,2024,1.0,59000000.0,1,59000000.0,46616363.13356773,46616363.13356773
4827684,2023,,,1,4814302.3572141,,3894656.9998415215
4829000,2020,,,1,14619.640125179172,,13748.274488122
4830464,2020,,,1,18644.996609612474,,17533.710065651485
4835000,2021,1.0,130000000.0,1,130000000.0,115547338.8559036,115547338.8559036
4835000,2022,,,1,6500000.0,,5354642.062772881
4835000,2023,,,1,10675000.0,,8635823.093040377
4842508,2023,,,1,2853809.5220584404,,2308664.559600075
4847892,2020,,,1,12625.663895294547,,11873.144026871436
4856000,2024,1.0,13840000.0,1,13840000.0,10935092.64014538,10935092.64014538
4856348,2021,1.0,75000000.0,1,75000000.0,66661926.2630213,66661926.2630213
4857200,2020,1.0,19830421.0,1,19830421.0,18648480.317478232,18648480.317478232
4858016,2021,,,1,6555937.830373832,,5827085.923111097
4858016,2025,,,1,6597767.554667058,,5094132.472700154
4861796,2020,,,1,7344.155450189318,,6906.426160158474
4962470,2020,1.0,77800000.0,1,77800000.0,73162933.28819425,73162933.28819425
5157000,2017,2.0,8905791.0,2,8905791.0,8905791.0,8905791.0
5157000,2018,1.0,7500000.0,1,7500000.0,7260758.023137616,7260758.023137616
5157000,2020,2.0,10347777.0,2,10347777.0,9731024.657225076,9731024.657225076
5157000,2022,2.0,15000000.0,2,15000000.0,12356866.298706649,12356866.298706649
5157000,2024,1.0,21000000.0,1,21000000.0,16592264.844151227,16592264.844151227
5157000,2025,1.0,18463432.0,1,18463432.0,14255605.055706972,14255605.055706972
5164000,2023,2.0,7231887.0,2,7231887.0,5850425.926075737,5850425.926075737
5167000,2021,3.0,21309252.0,3,21309252.0,18940210.473921854,18940210.473921854
5167000,2023,1.0,14693793.0,1,14693793.0,11886931.795199534,11886931.795199534
5305280,2016,1.0,822507.0,1,822507.0,839609.8526994885,839609.8526994885
5305280,2018,2.0,5246848.0,2,5246848.0,5079479.1616244735,5079479.1616244735
5351300,2021,1.0,365352.67,1,365352.67,324734.83663383935,324734.83663383935
5351300,2024,1.0,3229920.0,1,3229920.0,2551985.145972425,2551985.145972425
5363000,2019,,,1,25000000.0,,23938793.29330767
5363000,2021,,,1,66000000.0,,58662495.11145875
5363000,2022,,,1,59000000.0,,48603674.10824615
5363000,2024,,,1,11891738.0,,9395755.540631296
5363000,2025,,,1,4564580.0,,3524309.5500976704
5367000,2017,1.0,1200859.0,1,1200859.0,1200859.0,1200859.0
5367000,2022,3.0,3890705.01,3,3890705.01,3205128.107751874,3205128.107751874
5367000,2024,2.0,9726665.0,2,9726665.0,7685114.368111247,7685114.368111247
5370000,2018,1.0,3247000.0,1,3247000.0,3143424.1734837117,3143424.1734837117
5370000,2020,1.0,2797752.0,1,2797752.0,2630999.2664898722,2630999.2664898722
5370000,2021,1.0,3097083.0,1,3097083.0,2752766.9143527574,2752766.9143527574
5370000,2022,1.0,14610731.0,1,14610731.0,12036189.966224566,12036189.966224566
541000,2020,1.0,7500000.0,1,7500000.0,7052982.000789935,7052982.000789935
541000,2024,1.0,59600000.0,2,65000000.0,47090427.84340062,51357010.231896654
550450,2016,1.0,30000000.0,1,30000000.0,30623806.947521,30623806.947521
550450,2022,1.0,45000000.0,1,45000000.0,37070598.896119945,37070598.896119945
5531000,2015,,,1,138880269.0,,141633626.70310843
5531000,2021,,,1,9487118.0,,8432394.140861096
5531000,2023,,,1,38982413.0,,31535852.216190856
5531000,2024,,,2,29883236.0,,23610979.338679727
5540775,2022,1.0,66814233.0,1,66814233.0,55040969.6021089,55040969.6021089
5548000,2020,,,1,23540644.0,,22137565.12253381
5548000,2021,,,1,14610172.0,,12985896.114054112
5548000,2022,,,1,8686674.0,,7156004.613230085
5548000,2024,,,2,23665973.0,,18698671.038596768
5548000,2025,,,2,29922853.0,,23103417.312013093
5553000,2018,,,2,7908714.0,,7656434.4837601045
5553000,2020,1.0,19611019.0,4,27426255.0,18442155.203219924,25791584.38187666
5553000,2021,1.0,24446582.0,6,43389508.0,21728749.955558717,38565709.10513031
5553000,2022,1.0,17348045.0,9,47045642.0,14291164.840596424,38755780.542054534
5553000,2023,2.0,36370201.0,6,61093928.0,29422634.35075599,49423546.067161225
5553000,2024,1.0,6027048.0,7,51496600.0,4762017.935448188,40687867.893967524
5553000,2025,,,4,64774525.0,,50012372.89313372
5566000,2018,1.0,13788291.0,1,13788291.0,13348459.26714749,13348459.26714749
5566000,2021,1.0,1556431.0,1,1556431.0,1383395.8474064067,1383395.8474064067
5566000,2023,3.0,31166726.0,3,31166726.0,25213145.866535075,25213145.866535075
5566000,2024,1.0,12550921.0,1,12550921.0,9916581.203334255,9916581.203334255
5584250,2018,1.0,20205408.0,1,20205408.0,19560877.099569194,19560877.099569194
5584250,2020,2.0,65958877.0,2,65958877.0,62027569.63644229,62027569.63644229
5584250,2021,1.0,60052000.0,1,60052000.0,53375759.945959404,53375759.945959404
5584250,2022,2.0,18570958.0,2,18570958.0,15298589.669659775,15298589.669659775
5584250,2023,1.0,14482992.0,1,14482992.0,11716398.760648152,11716398.760648152
560410,2024,1.0,31246250.0,1,31246250.0,24687907.399360012,24687907.399360012
611194,2023,1.0,4601000.0,1,4601000.0,3722100.426330564,3722100.426330564
612048,2024,1.0,2474070.0,1,2474070.0,1954782.1277604392,1954782.1277604392
622804,2021,2.0,27333750.0,2,27333750.0,24294939.026558112,24294939.026558112
627000,2015,1.0,52475049.0,1,52475049.0,53515388.14554948,53515388.14554948
633000,2017,1.0,13533650.0,1,13533650.0,13533650.0,13533650.0
640004,2020,1.0,7000000.0,1,7000000.0,6582783.200737272,6582783.200737272
640004,2024,2.0,14000000.0,2,14000000.0,11061509.896100817,11061509.896100817
653322,2022,1.0,17523327.0,1,17523327.0,14435560.589834418,14435560.589834418
654652,2021,1.0,66700000.0,1,66700000.0,59284673.089913614,59284673.089913614
657792,2015,1.0,19875720.0,1,19875720.0,20269764.21636616,20269764.21636616
660620,2021,1.0,50000000.0,1,50000000.0,44441284.17534754,44441284.17534754
666000,2012,1.0,12000000.0,1,12000000.0,12850579.882417193,12850579.882417193
666000,2018,1.0,70000000.0,1,70000000.0,67767074.88261774,67767074.88261774
666000,2022,3.0,390024398.0,3,390024398.0,321298622.62130326,321298622.62130326
666000,2024,1.0,36911173.0,1,36911173.0,29163807.529727805,29163807.529727805
669000,2023,1.0,1529220.0,1,1529220.0,1237102.8937085907,1237102.8937085907
669070,2023,2.0,37619058.0,2,37619058.0,30432930.19342626,30432930.19342626
675000,2022,1.0,46800000.0,1,46800000.0,38553422.85196474,38553422.85196474
677000,2017,1.0,127068522.0,1,127068522.0,127068522.0,127068522.0
677000,2023,1.0,287800000.0,1,287800000.0,232823408.54117286,232823408.54117286
680812,2018,1.0,19730500.0,1,19730500.0,19101118.15673556,19101118.15673556
681666,2022,,,1,40000000.0,,32951643.463217728
682996,2014,1.0,21991869.0,1,21991869.0,22406158.87764771,22406158.87764771
686328,2022,1.0,2282018.0,1,2282018.0,1879906.08781613,1879906.08781613
807850,2023,3.0,17707675.0,3,17707675.0,14325091.212089345,14325091.212089345
908000,2017,1.0,2920027.0,1,2920027.0,2920027.0,2920027.0
908000,2021,1.0,2161769.42,1,2161769.42,1921436.1823159242,1921436.1823159242
908000,2022,1.0,12447787.0,1,12447787.0,10254375.978251915,10254375.978251915
946450,2019,1.0,31834470.52,1,31834470.52,30483152.37520707,30483152.37520707
980000,2019,1.0,16412500.0,1,16412500.0,15715817.797056485,15715817.797056485
982800,2020,2.0,4530392.0,2,4530392.0,4260369.764336362,4260369.764336362
982800,2022,1.0,781773.81,1,781773.81,644018.296400033,644018.296400033
982800,2023,2.0,1695319.2000000002,2,1695319.2000000002,1371473.2269259708,1371473.2269259708
982800,2024,2.0,7794110.4,2,7794110.4,6158187.808635879,6158187.808635879
982800,2025,1.0,1361922.4,1,1361922.4,1051539.4890246068,1051539.4890246068
