fips,geo_name,state_abb,year,cwns_needs_real,cwns_flow_interp,cwns_facilities_interp,cwns_source
1703012,aurora,IL,2016,125898139.75156493,0.0,2.0,interpolated
1703012,aurora,IL,2017,140831018.02415338,0.0,2.0,interpolated
1703012,aurora,IL,2018,155763896.2967418,0.0,2.0,interpolated
1703012,aurora,IL,2019,170696774.56933025,0.0,2.0,interpolated
1703012,aurora,IL,2020,185629652.8419187,0.0,2.0,interpolated
1703012,aurora,IL,2021,200562531.11450717,0.0,2.0,interpolated
1703012,aurora,IL,2022,215495409.3870956,0.0,2.0,2022
1703012,aurora,IL,2023,215495409.3870956,0.0,2.0,2022
1703012,aurora,IL,2024,215495409.3870956,0.0,2.0,2022
1703012,aurora,IL,2025,215495409.3870956,0.0,2.0,2022
1705573,berwyn,IL,2012,1113569.8496212827,0.0,3.0,2012
1705573,berwyn,IL,2013,2197960.3259186232,0.0,3.0,interpolated
1705573,berwyn,IL,2014,3282350.8022159645,0.0,3.0,interpolated
1705573,berwyn,IL,2015,4366741.278513305,0.0,3.0,interpolated
1705573,berwyn,IL,2016,5451131.754810646,0.0,3.0,interpolated
1705573,berwyn,IL,2017,6535522.2311079865,0.0,3.0,interpolated
1705573,berwyn,IL,2018,7619912.707405327,0.0,3.0,interpolated
1705573,berwyn,IL,2019,8704303.183702666,0.0,3.0,interpolated
1705573,berwyn,IL,2020,9788693.66000001,0.0,3.0,interpolated
1705573,berwyn,IL,2021,10873084.136297349,0.0,3.0,interpolated
1705573,berwyn,IL,2022,11957474.61259469,0.0,3.0,2022
1705573,berwyn,IL,2023,11957474.61259469,0.0,3.0,2022
1705573,berwyn,IL,2024,11957474.61259469,0.0,3.0,2022
1705573,berwyn,IL,2025,11957474.61259469,0.0,3.0,2022
1706613,bloomington,IL,2012,27830375.65009132,27.8,3.0,2012
1706613,bloomington,IL,2013,53481084.395303905,34.21,3.0,interpolated
1706613,bloomington,IL,2014,79131793.14051649,40.620000000000005,3.0,interpolated
1706613,bloomington,IL,2015,104782501.88572907,47.03,3.0,interpolated
1706613,bloomington,IL,2016,130433210.63094167,53.440000000000005,3.0,interpolated
1706613,bloomington,IL,2017,156083919.37615424,59.85000000000001,3.0,interpolated
1706613,bloomington,IL,2018,181734628.12136683,66.26,3.0,interpolated
1706613,bloomington,IL,2019,207385336.8665794,72.67,3.0,interpolated
1706613,bloomington,IL,2020,233036045.61179203,79.08000000000001,3.0,interpolated
1706613,bloomington,IL,2021,258686754.3570046,85.49000000000001,3.0,interpolated
1706613,bloomington,IL,2022,284337463.1022172,91.9,3.0,2022
1706613,bloomington,IL,2023,284337463.1022172,91.9,3.0,2022
1706613,bloomington,IL,2024,284337463.1022172,91.9,3.0,2022
1706613,bloomington,IL,2025,284337463.1022172,91.9,3.0,2022
1707133,bolingbrook,IL,2012,4606573.165107046,,,2012
1707133,bolingbrook,IL,2013,14109626.351928618,26.85,3.0,interpolated
1707133,bolingbrook,IL,2014,23612679.538750187,26.85,3.0,interpolated
1707133,bolingbrook,IL,2015,33115732.72557176,26.85,3.0,interpolated
1707133,bolingbrook,IL,2016,42618785.91239333,26.85,3.0,interpolated
1707133,bolingbrook,IL,2017,52121839.099214904,26.85,3.0,interpolated
1707133,bolingbrook,IL,2018,61624892.28603648,26.85,3.0,interpolated
1707133,bolingbrook,IL,2019,71127945.47285804,26.85,3.0,interpolated
1707133,bolingbrook,IL,2020,80630998.6596796,26.85,3.0,interpolated
1707133,bolingbrook,IL,2021,90134051.84650119,26.85,3.0,interpolated
1707133,bolingbrook,IL,2022,99637105.03332275,26.85,3.0,2022
1707133,bolingbrook,IL,2023,99637105.03332275,26.85,3.0,2022
1707133,bolingbrook,IL,2024,99637105.03332275,26.85,3.0,2022
1707133,bolingbrook,IL,2025,99637105.03332275,26.85,3.0,2022
1712385,champaign,IL,2012,34129096.52616984,7.99,3.0,2012
1712385,champaign,IL,2013,44193582.5319901,9.714,3.0,interpolated
1712385,champaign,IL,2014,54258068.53781037,11.438,3.0,interpolated
1712385,champaign,IL,2015,64322554.54363063,13.162,3.0,interpolated
1712385,champaign,IL,2016,74387040.5494509,14.886000000000001,3.0,interpolated
1712385,champaign,IL,2017,84451526.55527116,16.61,3.0,interpolated
1712385,champaign,IL,2018,94516012.56109142,18.334000000000003,3.0,interpolated
1712385,champaign,IL,2019,104580498.5669117,20.058,3.0,interpolated
1712385,champaign,IL,2020,114644984.57273196,21.782000000000004,3.0,interpolated
1712385,champaign,IL,2021,124709470.57855223,23.506,3.0,interpolated
1712385,champaign,IL,2022,134773956.5843725,25.23,3.0,2022
1712385,champaign,IL,2023,134773956.5843725,25.23,3.0,2022
1712385,champaign,IL,2024,134773956.5843725,25.23,3.0,2022
1712385,champaign,IL,2025,134773956.5843725,25.23,3.0,2022
1714000,chicago,IL,2012,1224318617.262093,354.0,12.0,2012
1714000,chicago,IL,2013,1267381377.3151603,432.4,11.3,interpolated
1714000,chicago,IL,2014,1310444137.3682275,510.8,10.6,interpolated
1714000,chicago,IL,2015,1353506897.4212947,589.2,9.9,interpolated
1714000,chicago,IL,2016,1396569657.474362,667.6,9.2,interpolated
1714000,chicago,IL,2017,1439632417.527429,746.0,8.5,interpolated
1714000,chicago,IL,2018,1482695177.580496,824.4,7.8,interpolated
1714000,chicago,IL,2019,1525757937.6335633,902.8,7.1000000000000005,interpolated
1714000,chicago,IL,2020,1568820697.6866305,981.2,6.3999999999999995,interpolated
1714000,chicago,IL,2021,1611883457.7396977,1059.6,5.7,interpolated
1714000,chicago,IL,2022,1654946217.792765,1138.0,5.0,2022
1714000,chicago,IL,2023,1654946217.792765,1138.0,5.0,2022
1714000,chicago,IL,2024,1654946217.792765,1138.0,5.0,2022
1714000,chicago,IL,2025,1654946217.792765,1138.0,5.0,2022
1714351,cicero,IL,2012,1085183.9624301526,0.0,1.0,2012
1714351,cicero,IL,2013,2772846.5149160293,0.0,1.0,interpolated
1714351,cicero,IL,2014,4460509.0674019065,0.0,1.0,interpolated
1714351,cicero,IL,2015,6148171.619887782,0.0,1.0,interpolated
1714351,cicero,IL,2016,7835834.17237366,0.0,1.0,interpolated
1714351,cicero,IL,2017,9523496.724859536,0.0,1.0,interpolated
1714351,cicero,IL,2018,11211159.277345411,0.0,1.0,interpolated
1714351,cicero,IL,2019,12898821.829831287,0.0,1.0,interpolated
1714351,cicero,IL,2020,14586484.382317167,0.0,1.0,interpolated
1714351,cicero,IL,2021,16274146.934803043,0.0,1.0,interpolated
1714351,cicero,IL,2022,17961809.48728892,0.0,1.0,2022
1714351,cicero,IL,2023,17961809.48728892,0.0,1.0,2022
1714351,cicero,IL,2024,17961809.48728892,0.0,1.0,2022
1714351,cicero,IL,2025,17961809.48728892,0.0,1.0,2022
1718823,decatur,IL,2012,62607539.46938847,41.0,2.0,2012
1718823,decatur,IL,2013,73759735.9161469,45.1,2.0,interpolated
1718823,decatur,IL,2014,84911932.36290534,49.2,2.0,interpolated
1718823,decatur,IL,2015,96064128.80966377,53.3,2.0,interpolated
1718823,decatur,IL,2016,107216325.25642222,57.400000000000006,2.0,interpolated
1718823,decatur,IL,2017,118368521.70318064,61.5,2.0,interpolated
1718823,decatur,IL,2018,129520718.14993909,65.6,2.0,interpolated
1718823,decatur,IL,2019,140672914.5966975,69.7,2.0,interpolated
1718823,decatur,IL,2020,151825111.04345596,73.80000000000001,2.0,interpolated
1718823,decatur,IL,2021,162977307.4902144,77.9,2.0,interpolated
1718823,decatur,IL,2022,174129503.93697283,82.0,2.0,2022
1718823,decatur,IL,2023,174129503.93697283,82.0,2.0,2022
1718823,decatur,IL,2024,174129503.93697283,82.0,2.0,2022
1718823,decatur,IL,2025,174129503.93697283,82.0,2.0,2022
1719642,des plaines,IL,2012,26976822.555336285,72.0,5.0,2012
1719642,des plaines,IL,2013,32882307.557438422,81.0,4.8,interpolated
1719642,des plaines,IL,2014,38787792.559540555,90.0,4.6,interpolated
1719642,des plaines,IL,2015,44693277.56164269,99.0,4.4,interpolated
1719642,des plaines,IL,2016,50598762.56374483,108.0,4.2,interpolated
1719642,des plaines,IL,2017,56504247.565846965,117.0,4.0,interpolated
1719642,des plaines,IL,2018,62409732.5679491,126.0,3.8,interpolated
1719642,des plaines,IL,2019,68315217.57005122,135.0,3.6,interpolated
1719642,des plaines,IL,2020,74220702.57215337,144.0,3.4,interpolated
1719642,des plaines,IL,2021,80126187.5742555,153.0,3.2,interpolated
1719642,des plaines,IL,2022,86031672.57635763,162.0,3.0,2022
1719642,des plaines,IL,2023,86031672.57635763,162.0,3.0,2022
1719642,des plaines,IL,2024,86031672.57635763,162.0,3.0,2022
1719642,des plaines,IL,2025,86031672.57635763,162.0,3.0,2022
1720591,downers grove,IL,2012,3756239.566304768,11.0,1.0,2012
1720591,downers grove,IL,2013,9395582.449450845,14.3,1.1,interpolated
1720591,downers grove,IL,2014,15034925.332596922,17.6,1.2,interpolated
1720591,downers grove,IL,2015,20674268.215743,20.9,1.3,interpolated
1720591,downers grove,IL,2016,26313611.09888908,24.200000000000003,1.4,interpolated
1720591,downers grove,IL,2017,31952953.982035156,27.5,1.5,interpolated
1720591,downers grove,IL,2018,37592296.86518123,30.8,1.6,interpolated
1720591,downers grove,IL,2019,43231639.74832731,34.099999999999994,1.7,interpolated
1720591,downers grove,IL,2020,48870982.631473385,37.400000000000006,1.8,interpolated
1720591,downers grove,IL,2021,54510325.51461946,40.7,1.9,interpolated
1720591,downers grove,IL,2022,60149668.39776554,44.0,2.0,2022
1720591,downers grove,IL,2023,60149668.39776554,44.0,2.0,2022
1720591,downers grove,IL,2024,60149668.39776554,44.0,2.0,2022
1720591,downers grove,IL,2025,60149668.39776554,44.0,2.0,2022
1723074,elgin,IL,2012,150531804.64560804,0.75,2.0,2012
1723074,elgin,IL,2013,150162207.07002077,4.620000000000001,2.1,interpolated
1723074,elgin,IL,2014,149792609.49443352,8.490000000000002,2.2,interpolated
1723074,elgin,IL,2015,149423011.91884625,12.360000000000001,2.3,interpolated
1723074,elgin,IL,2016,149053414.343259,16.230000000000004,2.4,interpolated
1723074,elgin,IL,2017,148683816.76767173,20.1,2.5,interpolated
1723074,elgin,IL,2018,148314219.19208446,23.970000000000002,2.6,interpolated
1723074,elgin,IL,2019,147944621.61649722,27.84,2.7,interpolated
1723074,elgin,IL,2020,147575024.04090995,31.710000000000004,2.8,interpolated
1723074,elgin,IL,2021,147205426.4653227,35.580000000000005,2.9,interpolated
1723074,elgin,IL,2022,146835828.88973543,39.45,3.0,2022
1723074,elgin,IL,2023,146835828.88973543,39.45,3.0,2022
1723074,elgin,IL,2024,146835828.88973543,39.45,3.0,2022
1723074,elgin,IL,2025,146835828.88973543,39.45,3.0,2022
1724582,evanston,IL,2012,13630965.969305955,0.0,1.0,2012
1724582,evanston,IL,2013,15660228.198590806,0.0,1.0,interpolated
1724582,evanston,IL,2014,17689490.427875657,0.0,1.0,interpolated
1724582,evanston,IL,2015,19718752.657160506,0.0,1.0,interpolated
1724582,evanston,IL,2016,21748014.88644536,0.0,1.0,interpolated
1724582,evanston,IL,2017,23777277.115730207,0.0,1.0,interpolated
1724582,evanston,IL,2018,25806539.345015056,0.0,1.0,interpolated
1724582,evanston,IL,2019,27835801.57429991,0.0,1.0,interpolated
1724582,evanston,IL,2020,29865063.803584762,0.0,1.0,interpolated
1724582,evanston,IL,2021,31894326.03286961,0.0,1.0,interpolated
1724582,evanston,IL,2022,33923588.26215446,0.0,1.0,2022
1724582,evanston,IL,2023,33923588.26215446,0.0,1.0,2022
1724582,evanston,IL,2024,33923588.26215446,0.0,1.0,2022
1724582,evanston,IL,2025,33923588.26215446,0.0,1.0,2022
1735411,hoffman estates,IL,2012,6366198.330201951,0.0,1.0,2012
1735411,hoffman estates,IL,2013,13286873.91232992,0.0,1.0,interpolated
1735411,hoffman estates,IL,2014,20207549.494457886,0.0,1.0,interpolated
1735411,hoffman estates,IL,2015,27128225.07658585,0.0,1.0,interpolated
1735411,hoffman estates,IL,2016,34048900.658713825,0.0,1.0,interpolated
1735411,hoffman estates,IL,2017,40969576.24084179,0.0,1.0,interpolated
1735411,hoffman estates,IL,2018,47890251.82296976,0.0,1.0,interpolated
1735411,hoffman estates,IL,2019,54810927.40509772,0.0,1.0,interpolated
1735411,hoffman estates,IL,2020,61731602.9872257,0.0,1.0,interpolated
1735411,hoffman estates,IL,2021,68652278.56935365,0.0,1.0,interpolated
1735411,hoffman estates,IL,2022,75572954.15148163,0.0,1.0,2022
1735411,hoffman estates,IL,2023,75572954.15148163,0.0,1.0,2022
1735411,hoffman estates,IL,2024,75572954.15148163,0.0,1.0,2022
1735411,hoffman estates,IL,2025,75572954.15148163,0.0,1.0,2022
1738570,joliet,IL,2012,89982955.54927231,35.4,4.0,2012
1738570,joliet,IL,2013,108029155.57698944,46.75,3.9,interpolated
1738570,joliet,IL,2014,126075355.60470659,58.1,3.8,interpolated
1738570,joliet,IL,2015,144121555.6324237,69.44999999999999,3.7,interpolated
1738570,joliet,IL,2016,162167755.66014084,80.80000000000001,3.6,interpolated
1738570,joliet,IL,2017,180213955.687858,92.15,3.5,interpolated
1738570,joliet,IL,2018,198260155.7155751,103.5,3.4,interpolated
1738570,joliet,IL,2019,216306355.7432922,114.85,3.3,interpolated
1738570,joliet,IL,2020,234352555.7710094,126.20000000000002,3.2,interpolated
1738570,joliet,IL,2021,252398755.7987265,137.55,3.1,interpolated
1738570,joliet,IL,2022,270444955.8264436,148.9,3.0,2022
1738570,joliet,IL,2023,270444955.8264436,148.9,3.0,2022
1738570,joliet,IL,2024,270444955.8264436,148.9,3.0,2022
1738570,joliet,IL,2025,270444955.8264436,148.9,3.0,2022
1751089,mount prospect,IL,2012,14014116.659811862,0.0,4.0,2012
1751089,mount prospect,IL,2013,17286854.005577147,0.0,3.8,interpolated
1751089,mount prospect,IL,2014,20559591.351342432,0.0,3.6,interpolated
1751089,mount prospect,IL,2015,23832328.697107717,0.0,3.4,interpolated
1751089,mount prospect,IL,2016,27105066.042873006,0.0,3.2,interpolated
1751089,mount prospect,IL,2017,30377803.38863829,0.0,3.0,interpolated
1751089,mount prospect,IL,2018,33650540.73440358,0.0,2.8,interpolated
1751089,mount prospect,IL,2019,36923278.08016886,0.0,2.6,interpolated
1751089,mount prospect,IL,2020,40196015.42593415,0.0,2.4,interpolated
1751089,mount prospect,IL,2021,43468752.771699436,0.0,2.2,interpolated
1751089,mount prospect,IL,2022,46741490.11746472,0.0,2.0,2022
1751089,mount prospect,IL,2023,46741490.11746472,0.0,2.0,2022
1751089,mount prospect,IL,2024,46741490.11746472,0.0,2.0,2022
1751089,mount prospect,IL,2025,46741490.11746472,0.0,2.0,2022
1751622,naperville,IL,2012,35923296.60964625,26.25,2.0,2012
1751622,naperville,IL,2013,57935804.068956144,31.762999999999998,1.9,interpolated
1751622,naperville,IL,2014,79948311.52826604,37.275999999999996,1.8,interpolated
1751622,naperville,IL,2015,101960818.98757592,42.789,1.7,interpolated
1751622,naperville,IL,2016,123973326.44688582,48.302,1.6,interpolated
1751622,naperville,IL,2017,145985833.9061957,53.815,1.5,interpolated
1751622,naperville,IL,2018,167998341.3655056,59.327999999999996,1.4,interpolated
1751622,naperville,IL,2019,190010848.82481548,64.841,1.3,interpolated
1751622,naperville,IL,2020,212023356.2841254,70.354,1.2,interpolated
1751622,naperville,IL,2021,234035863.7434353,75.86699999999999,1.1,interpolated
1751622,naperville,IL,2022,256048371.20274517,81.38,1.0,2022
1751622,naperville,IL,2023,256048371.20274517,81.38,1.0,2022
1751622,naperville,IL,2024,256048371.20274517,81.38,1.0,2022
1751622,naperville,IL,2025,256048371.20274517,81.38,1.0,2022
1754820,oak lawn,IL,2012,1585815.2867820717,,,2012
1754820,oak lawn,IL,2013,4052052.50306789,0.0,1.0,interpolated
1754820,oak lawn,IL,2014,6518289.719353709,0.0,1.0,interpolated
1754820,oak lawn,IL,2015,8984526.935639527,0.0,1.0,interpolated
1754820,oak lawn,IL,2016,11450764.151925346,0.0,1.0,interpolated
1754820,oak lawn,IL,2017,13917001.368211163,0.0,1.0,interpolated
1754820,oak lawn,IL,2018,16383238.58449698,0.0,1.0,interpolated
1754820,oak lawn,IL,2019,18849475.8007828,0.0,1.0,interpolated
1754820,oak lawn,IL,2020,21315713.01706862,0.0,1.0,interpolated
1754820,oak lawn,IL,2021,23781950.233354438,0.0,1.0,interpolated
1754820,oak lawn,IL,2022,26248187.449640255,0.0,1.0,2022
1754820,oak lawn,IL,2023,26248187.449640255,0.0,1.0,2022
1754820,oak lawn,IL,2024,26248187.449640255,0.0,1.0,2022
1754820,oak lawn,IL,2025,26248187.449640255,0.0,1.0,2022
1754885,oak park,IL,2012,869585.418938126,0.0,1.0,2012
1754885,oak park,IL,2013,4123010.447188378,0.0,1.0,interpolated
1754885,oak park,IL,2014,7376435.47543863,0.0,1.0,interpolated
1754885,oak park,IL,2015,10629860.503688881,0.0,1.0,interpolated
1754885,oak park,IL,2016,13883285.531939134,0.0,1.0,interpolated
1754885,oak park,IL,2017,17136710.560189385,0.0,1.0,interpolated
1754885,oak park,IL,2018,20390135.588439636,0.0,1.0,interpolated
1754885,oak park,IL,2019,23643560.616689887,0.0,1.0,interpolated
1754885,oak park,IL,2020,26896985.64494014,0.0,1.0,interpolated
1754885,oak park,IL,2021,30150410.673190393,0.0,1.0,interpolated
1754885,oak park,IL,2022,33403835.701440644,0.0,1.0,2022
1754885,oak park,IL,2023,33403835.701440644,0.0,1.0,2022
1754885,oak park,IL,2024,33403835.701440644,0.0,1.0,2022
1754885,oak park,IL,2025,33403835.701440644,0.0,1.0,2022
1756640,orland park,IL,2012,4446509.689333164,0.0,1.0,2012
1756640,orland park,IL,2013,12858469.164259948,0.0,1.0,interpolated
1756640,orland park,IL,2014,21270428.63918673,0.0,1.0,interpolated
1756640,orland park,IL,2015,29682388.114113506,0.0,1.0,interpolated
1756640,orland park,IL,2016,38094347.589040294,0.0,1.0,interpolated
1756640,orland park,IL,2017,46506307.06396707,0.0,1.0,interpolated
1756640,orland park,IL,2018,54918266.53889385,0.0,1.0,interpolated
1756640,orland park,IL,2019,63330226.01382063,0.0,1.0,interpolated
1756640,orland park,IL,2020,71742185.48874743,0.0,1.0,interpolated
1756640,orland park,IL,2021,80154144.9636742,0.0,1.0,interpolated
1756640,orland park,IL,2022,88566104.43860099,0.0,1.0,2022
1756640,orland park,IL,2023,88566104.43860099,0.0,1.0,2022
1756640,orland park,IL,2024,88566104.43860099,0.0,1.0,2022
1756640,orland park,IL,2025,88566104.43860099,0.0,1.0,2022
1757225,palatine,IL,2012,8511319.865904994,0.0,3.0,2012
1757225,palatine,IL,2013,12984430.96510939,0.0,3.1,interpolated
1757225,palatine,IL,2014,17457542.064313784,0.0,3.2,interpolated
1757225,palatine,IL,2015,21930653.163518183,0.0,3.3,interpolated
1757225,palatine,IL,2016,26403764.262722578,0.0,3.4,interpolated
1757225,palatine,IL,2017,30876875.361926973,0.0,3.5,interpolated
1757225,palatine,IL,2018,35349986.461131364,0.0,3.6,interpolated
1757225,palatine,IL,2019,39823097.56033576,0.0,3.7,interpolated
1757225,palatine,IL,2020,44296208.65954016,0.0,3.8,interpolated
1757225,palatine,IL,2021,48769319.75874456,0.0,3.9,interpolated
1757225,palatine,IL,2022,53242430.85794895,0.0,4.0,2022
1757225,palatine,IL,2023,53242430.85794895,0.0,4.0,2022
1757225,palatine,IL,2024,53242430.85794895,0.0,4.0,2022
1757225,palatine,IL,2025,53242430.85794895,0.0,4.0,2022
1759000,peoria,IL,2012,152791489.2154645,37.0,3.0,2012
1759000,peoria,IL,2013,167376870.25842875,40.7,2.9,interpolated
1759000,peoria,IL,2014,181962251.30139303,44.4,2.8,interpolated
1759000,peoria,IL,2015,196547632.34435728,48.1,2.7,interpolated
1759000,peoria,IL,2016,211133013.38732153,51.8,2.6,interpolated
1759000,peoria,IL,2017,225718394.4302858,55.5,2.5,interpolated
1759000,peoria,IL,2018,240303775.47325003,59.2,2.4,interpolated
1759000,peoria,IL,2019,254889156.5162143,62.9,2.3,interpolated
1759000,peoria,IL,2020,269474537.5591786,66.6,2.2,interpolated
1759000,peoria,IL,2021,284059918.6021428,70.30000000000001,2.1,interpolated
1759000,peoria,IL,2022,298645299.6451071,74.0,2.0,2022
1759000,peoria,IL,2023,298645299.6451071,74.0,2.0,2022
1759000,peoria,IL,2024,298645299.6451071,74.0,2.0,2022
1759000,peoria,IL,2025,298645299.6451071,74.0,2.0,2022
1765000,rockford,IL,2012,65776211.387779355,80.0,2.0,2012
1765000,rockford,IL,2013,91625191.81885481,84.115,2.2,interpolated
1765000,rockford,IL,2014,117474172.24993028,88.23,2.4,interpolated
1765000,rockford,IL,2015,143323152.68100572,92.345,2.6,interpolated
1765000,rockford,IL,2016,169172133.1120812,96.46000000000001,2.8,interpolated
1765000,rockford,IL,2017,195021113.54315665,100.575,3.0,interpolated
1765000,rockford,IL,2018,220870093.9742321,104.69,3.2,interpolated
1765000,rockford,IL,2019,246719074.40530756,108.805,3.4,interpolated
1765000,rockford,IL,2020,272568054.83638304,112.92000000000002,3.6,interpolated
1765000,rockford,IL,2021,298417035.2674585,117.035,3.8,interpolated
1765000,rockford,IL,2022,324266015.69853395,121.15,4.0,2022
1765000,rockford,IL,2023,324266015.69853395,121.15,4.0,2022
1765000,rockford,IL,2024,324266015.69853395,121.15,4.0,2022
1765000,rockford,IL,2025,324266015.69853395,121.15,4.0,2022
1768003,schaumburg,IL,2012,3579545.3950489117,,,2012
1768003,schaumburg,IL,2013,10559883.714098731,0.0,1.0,interpolated
1768003,schaumburg,IL,2014,17540222.03314855,0.0,1.0,interpolated
1768003,schaumburg,IL,2015,24520560.35219837,0.0,1.0,interpolated
1768003,schaumburg,IL,2016,31500898.67124819,0.0,1.0,interpolated
1768003,schaumburg,IL,2017,38481236.990298,0.0,1.0,interpolated
1768003,schaumburg,IL,2018,45461575.30934782,0.0,1.0,interpolated
1768003,schaumburg,IL,2019,52441913.628397636,0.0,1.0,interpolated
1768003,schaumburg,IL,2020,59422251.947447464,0.0,1.0,interpolated
1768003,schaumburg,IL,2021,66402590.26649728,0.0,1.0,interpolated
1768003,schaumburg,IL,2022,73382928.5855471,0.0,1.0,2022
1768003,schaumburg,IL,2023,73382928.5855471,0.0,1.0,2022
1768003,schaumburg,IL,2024,73382928.5855471,0.0,1.0,2022
1768003,schaumburg,IL,2025,73382928.5855471,0.0,1.0,2022
1770122,skokie,IL,2012,304898092.5104859,333.0,3.0,2012
1770122,skokie,IL,2013,286708897.3566647,411.3,2.9,interpolated
1770122,skokie,IL,2014,268519702.2028436,489.6,2.8,interpolated
1770122,skokie,IL,2015,250330507.04902244,567.9,2.7,interpolated
1770122,skokie,IL,2016,232141311.8952013,646.2,2.6,interpolated
1770122,skokie,IL,2017,213952116.74138016,724.5,2.5,interpolated
1770122,skokie,IL,2018,195762921.587559,802.8,2.4,interpolated
1770122,skokie,IL,2019,177573726.43373787,881.0999999999999,2.3,interpolated
1770122,skokie,IL,2020,159384531.2799167,959.4000000000001,2.2,interpolated
1770122,skokie,IL,2021,141195336.12609556,1037.7,2.1,interpolated
1770122,skokie,IL,2022,123006140.97227442,1116.0,2.0,2022
1770122,skokie,IL,2023,123006140.97227442,1116.0,2.0,2022
1770122,skokie,IL,2024,123006140.97227442,1116.0,2.0,2022
1770122,skokie,IL,2025,123006140.97227442,1116.0,2.0,2022
1772000,springfield,IL,2012,116370038.33095585,20.0,5.0,2012
1772000,springfield,IL,2013,123693783.62691027,29.200000000000003,4.7,interpolated
1772000,springfield,IL,2014,131017528.92286468,38.400000000000006,4.4,interpolated
1772000,springfield,IL,2015,138341274.21881908,47.599999999999994,4.1,interpolated
1772000,springfield,IL,2016,145665019.51477352,56.800000000000004,3.8,interpolated
1772000,springfield,IL,2017,152988764.81072792,66.0,3.5,interpolated
1772000,springfield,IL,2018,160312510.10668236,75.19999999999999,3.2,interpolated
1772000,springfield,IL,2019,167636255.40263677,84.39999999999999,2.9000000000000004,interpolated
1772000,springfield,IL,2020,174960000.69859117,93.60000000000001,2.5999999999999996,interpolated
1772000,springfield,IL,2021,182283745.9945456,102.8,2.3,interpolated
1772000,springfield,IL,2022,189607491.29050002,112.0,2.0,2022
1772000,springfield,IL,2023,189607491.29050002,112.0,2.0,2022
1772000,springfield,IL,2024,189607491.29050002,112.0,2.0,2022
1772000,springfield,IL,2025,189607491.29050002,112.0,2.0,2022
177256,tuscaloosa,AL,2012,0.0,30.0,1.0,
177256,tuscaloosa,AL,2013,8917151.634156505,34.8,1.0,interpolated
177256,tuscaloosa,AL,2014,17834303.26831301,39.6,1.0,interpolated
177256,tuscaloosa,AL,2015,26751454.902469512,44.4,1.0,interpolated
177256,tuscaloosa,AL,2016,35668606.53662602,49.2,1.0,interpolated
177256,tuscaloosa,AL,2017,44585758.17078252,54.0,1.0,interpolated
177256,tuscaloosa,AL,2018,53502909.804939024,58.8,1.0,interpolated
177256,tuscaloosa,AL,2019,62420061.43909553,63.599999999999994,1.0,interpolated
177256,tuscaloosa,AL,2020,71337213.07325204,68.4,1.0,interpolated
177256,tuscaloosa,AL,2021,80254364.70740855,73.2,1.0,interpolated
177256,tuscaloosa,AL,2022,89171516.34156504,78.0,1.0,2022
177256,tuscaloosa,AL,2023,89171516.34156504,78.0,1.0,2022
177256,tuscaloosa,AL,2024,89171516.34156504,78.0,1.0,2022
177256,tuscaloosa,AL,2025,89171516.34156504,78.0,1.0,2022
1775484,tinley park,IL,2012,12818831.283996744,0.0,3.0,2012
1775484,tinley park,IL,2013,16487677.868356159,0.0,2.8,interpolated
1775484,tinley park,IL,2014,20156524.452715576,0.0,2.6,interpolated
1775484,tinley park,IL,2015,23825371.03707499,0.0,2.4,interpolated
1775484,tinley park,IL,2016,27494217.621434405,0.0,2.2,interpolated
1775484,tinley park,IL,2017,31163064.20579382,0.0,2.0,interpolated
1775484,tinley park,IL,2018,34831910.790153235,0.0,1.8,interpolated
1775484,tinley park,IL,2019,38500757.37451265,0.0,1.6,interpolated
1775484,tinley park,IL,2020,42169603.958872065,0.0,1.4,interpolated
1775484,tinley park,IL,2021,45838450.54323148,0.0,1.2,interpolated
1775484,tinley park,IL,2022,49507297.127590895,0.0,1.0,2022
1775484,tinley park,IL,2023,49507297.127590895,0.0,1.0,2022
1775484,tinley park,IL,2024,49507297.127590895,0.0,1.0,2022
1775484,tinley park,IL,2025,49507297.127590895,0.0,1.0,2022
1779293,waukegan,IL,2012,31669661.49937842,22.0,3.0,2012
1779293,waukegan,IL,2013,37190639.704843484,28.6,2.9,interpolated
1779293,waukegan,IL,2014,42711617.91030855,35.2,2.8,interpolated
1779293,waukegan,IL,2015,48232596.11577361,41.8,2.7,interpolated
1779293,waukegan,IL,2016,53753574.32123868,48.400000000000006,2.6,interpolated
1779293,waukegan,IL,2017,59274552.526703745,55.0,2.5,interpolated
1779293,waukegan,IL,2018,64795530.73216881,61.6,2.4,interpolated
1779293,waukegan,IL,2019,70316508.93763387,68.19999999999999,2.3,interpolated
1779293,waukegan,IL,2020,75837487.14309894,74.80000000000001,2.2,interpolated
1779293,waukegan,IL,2021,81358465.348564,81.4,2.1,interpolated
1779293,waukegan,IL,2022,86879443.55402906,88.0,2.0,2022
1779293,waukegan,IL,2023,86879443.55402906,88.0,2.0,2022
1779293,waukegan,IL,2024,86879443.55402906,88.0,2.0,2022
1779293,waukegan,IL,2025,86879443.55402906,88.0,2.0,2022
1781048,wheaton,IL,2012,36506162.3003891,8.9,2.0,2012
1781048,wheaton,IL,2013,37251326.22001049,8.9,1.9,interpolated
1781048,wheaton,IL,2014,37996490.139631875,8.9,1.8,interpolated
1781048,wheaton,IL,2015,38741654.05925326,8.9,1.7,interpolated
