state_abb,year,srf_agreements,srf_total_amount,population,gdp,srf_per_capita,srf_per_gdp,srf_cumulative
LA,2018,3.0,10500000.0,4664450.0,256444400000.0,2.2510692578975013,4.094454782401175e-05,77646155.0
LA,2019,3.0,12990000.0,4658285.0,257499000000.0,2.788579917287156,5.044679785164214e-05,90636155.0
LA,2020,3.0,2138000.0,4652301.0,233652000000.0,0.4595575393767514,9.150360364987246e-06,92774155.0
LA,2021,5.0,72362300.0,4627971.0,273063300000.0,15.635858565233015,0.00026500192446220346,165136455.0
LA,2022,8.0,40435000.0,4593687.0,304299300000.0,8.802297587972364,0.0001328790437572482,205571455.0
LA,2023,10.0,67867000.0,4588071.0,318044300000.0,14.792055310390793,0.00021338851222927122,273438455.0
LA,2024,18.0,127683412.0,4597740.0,329172800000.0,27.770907445832083,0.0003878917456120311,401121867.0
LA,2025,6.0,18117560.0,4597740.0,329172800000.0,3.940536002470779,5.50396630584301e-05,419239427.0
MA,2001,0.0,0.0,6397634.0,294876400000.0,0.0,0.0,0.0
MA,2002,0.0,0.0,6417206.0,299915800000.0,0.0,0.0,0.0
MA,2003,0.0,0.0,6422565.0,309736100000.0,0.0,0.0,0.0
MA,2004,0.0,0.0,6412281.0,324919000000.0,0.0,0.0,0.0
MA,2005,0.0,0.0,6403290.0,340637800000.0,0.0,0.0,0.0
MA,2006,0.0,0.0,6410084.0,358418300000.0,0.0,0.0,0.0
MA,2007,0.0,0.0,6431559.0,377985600000.0,0.0,0.0,0.0
MA,2008,0.0,0.0,6468967.0,387923400000.0,0.0,0.0,0.0
MA,2009,0.0,0.0,6517613.0,388963900000.0,0.0,0.0,0.0
MA,2010,0.0,0.0,6566440.0,409270000000.0,0.0,0.0,0.0
MA,2011,0.0,0.0,6614218.0,423684900000.0,0.0,0.0,0.0
MA,2012,0.0,0.0,6664269.0,441373900000.0,0.0,0.0,0.0
MA,2013,0.0,0.0,6715158.0,452580400000.0,0.0,0.0,0.0
MA,2014,0.0,0.0,6764864.0,469824900000.0,0.0,0.0,0.0
MA,2015,0.0,0.0,6797484.0,497767000000.0,0.0,0.0,0.0
MA,2016,0.0,0.0,6827280.0,514108000000.0,0.0,0.0,0.0
MA,2017,0.0,0.0,6863560.0,530129400000.0,0.0,0.0,0.0
MA,2018,3.0,3575900.0,6885720.0,559605000000.0,0.5193211457915803,6.390042976742523e-06,3575900.0
MA,2019,7.0,64188102.0,6894883.0,588069500000.0,9.30952736979003,0.00010915053747898845,67764002.0
MA,2020,39.0,191852188.0,6994598.0,592855500000.0,27.428622488383176,0.00032360699698324465,259616190.0
MA,2021,54.0,301353753.0,7000474.0,650308800000.0,43.04762120393562,0.0004634010073368221,560969943.0
MA,2022,54.0,474480264.6,7022468.0,696323100000.0,67.566027299804,0.0006814081919729505,1035450207.6
MA,2023,49.0,398012480.31,7066568.0,737867400000.0,56.32330719947788,0.0005394092221854495,1433462687.91
MA,2024,54.0,413448976.0,7136171.0,778523400000.0,57.93708923174627,0.0005310681425889062,1846911663.91
MA,2025,19.0,87465327.0,7136171.0,778523400000.0,12.25661871051016,0.00011234771748671909,1934376990.91
MD,2001,0.0,0.0,5374691.0,205276000000.0,0.0,0.0,0.0
MD,2002,0.0,0.0,5440389.0,217001400000.0,0.0,0.0,0.0
MD,2003,0.0,0.0,5496269.0,226803400000.0,0.0,0.0,0.0
MD,2004,0.0,0.0,5546935.0,243449800000.0,0.0,0.0,0.0
MD,2005,0.0,0.0,5592379.0,261795300000.0,0.0,0.0,0.0
MD,2006,0.0,0.0,5627367.0,273791000000.0,0.0,0.0,0.0
MD,2007,0.0,0.0,5653408.0,282618200000.0,0.0,0.0,0.0
MD,2008,0.0,0.0,5684965.0,292908300000.0,0.0,0.0,0.0
MD,2009,0.0,0.0,5730388.0,298282800000.0,0.0,0.0,0.0
MD,2010,0.0,0.0,5788784.0,313930500000.0,0.0,0.0,0.0
MD,2011,0.0,0.0,5840241.0,324920900000.0,0.0,0.0,0.0
MD,2012,2.0,21878000.0,5888375.0,331869000000.0,3.7154563016112254,6.592360238527853e-05,21878000.0
MD,2013,2.0,37130000.0,5925197.0,339895800000.0,6.26645831353793,0.00010923936100416657,59008000.0
MD,2014,0.0,0.0,5960064.0,351743100000.0,0.0,0.0,59008000.0
MD,2015,7.0,70823000.0,5988528.0,367314100000.0,11.826445497123833,0.00019281318087163002,129831000.0
MD,2016,7.0,46680402.0,6007014.0,386496400000.0,7.770982721198918,0.00012077836171307158,176511402.0
MD,2017,3.0,36466377.0,6028186.0,399714500000.0,6.049311849368948,9.123105866812438e-05,212977779.0
MD,2018,2.0,6842764.0,6042153.0,410771800000.0,1.132504258002073,1.6658310039783647e-05,219820543.0
MD,2019,10.0,111583877.0,6054954.0,419391600000.0,18.428525964028793,0.0002660613064257844,331404420.0
MD,2020,7.0,158135304.98,6177935.0,413804500000.0,25.596790024498475,0.0003821497953260537,489539724.98
MD,2021,20.0,270118836.79,6179403.0,447714300000.0,43.712772381086005,0.000603328588767435,759658561.77
MD,2022,5.0,24306227.0,6192440.0,481861400000.0,3.9251453385095374,5.04423616417501e-05,783964788.77
MD,2023,7.0,96246347.49,6217062.0,515035900000.0,15.481001715923052,0.00018687308494417571,880211136.26
MD,2024,5.0,44914841.0,6263220.0,546028400000.0,7.171206025015886,8.225733496645962e-05,925125977.26
MD,2025,5.0,128056844.0,6263220.0,546028400000.0,20.44584798234774,0.00023452414563052032,1053182821.26
ME,2001,0.0,0.0,1285692.0,38925700000.0,0.0,0.0,0.0
ME,2002,0.0,0.0,1295960.0,40664100000.0,0.0,0.0,0.0
ME,2003,0.0,0.0,1306513.0,42493400000.0,0.0,0.0,0.0
ME,2004,0.0,0.0,1313688.0,45233100000.0,0.0,0.0,0.0
ME,2005,0.0,0.0,1318787.0,47028100000.0,0.0,0.0,0.0
ME,2006,0.0,0.0,1323619.0,48889300000.0,0.0,0.0,0.0
ME,2007,0.0,0.0,1327040.0,50291300000.0,0.0,0.0,0.0
ME,2008,0.0,0.0,1330509.0,51001900000.0,0.0,0.0,0.0
ME,2009,0.0,0.0,1329590.0,51451200000.0,0.0,0.0,0.0
ME,2010,0.0,0.0,1327651.0,52802500000.0,0.0,0.0,0.0
ME,2011,0.0,0.0,1328473.0,53104500000.0,0.0,0.0,0.0
ME,2012,0.0,0.0,1328094.0,54018500000.0,0.0,0.0,0.0
ME,2013,0.0,0.0,1328543.0,54924800000.0,0.0,0.0,0.0
ME,2014,0.0,0.0,1331217.0,56537400000.0,0.0,0.0,0.0
ME,2015,1.0,3750000.0,1329098.0,58755800000.0,2.8214623752349337,6.382348636219744e-05,3750000.0
ME,2016,0.0,0.0,1332348.0,61092200000.0,0.0,0.0,3750000.0
ME,2017,3.0,1894200.0,1335743.0,63000600000.0,1.4180871619765179,3.0066380320187425e-05,5644200.0
ME,2018,6.0,5084000.0,1340123.0,66216000000.0,3.793681624746385,7.677902621722847e-05,10728200.0
ME,2019,8.0,22291000.0,1345770.0,69708700000.0,16.563751606886765,0.00031977357202185667,33019200.0
ME,2020,21.0,14375467.0,1364571.0,72309700000.0,10.534788589234273,0.0001988041300129858,47394667.0
ME,2021,21.0,37064096.68,1378931.0,79407600000.0,26.878862452145903,0.00046675754814400636,84458763.68
ME,2022,22.0,80532344.48,1390922.0,86310600000.0,57.89853383582976,0.0009330527708068302,164991108.16
ME,2023,35.0,68333528.42,1399646.0,93743800000.0,48.82200815063238,0.0007289391769909051,233324636.57999998
ME,2024,48.0,96012833.86,1405012.0,99174100000.0,68.33595290289335,0.0009681240753382183,329337470.44
ME,2025,26.0,44011326.44,1405012.0,99174100000.0,31.324519961395346,0.00044377843045714555,373348796.88
MI,2001,0.0,0.0,9991120.0,349127500000.0,0.0,0.0,0.0
MI,2002,0.0,0.0,10015710.0,363372100000.0,0.0,0.0,0.0
MI,2003,0.0,0.0,10041152.0,376123800000.0,0.0,0.0,0.0
MI,2004,0.0,0.0,10055315.0,388764600000.0,0.0,0.0,0.0
MI,2005,0.0,0.0,10051137.0,402828800000.0,0.0,0.0,0.0
MI,2006,0.0,0.0,10036081.0,402537300000.0,0.0,0.0,0.0
MI,2007,0.0,0.0,10001284.0,410613000000.0,0.0,0.0,0.0
MI,2008,0.0,0.0,9946889.0,391633600000.0,0.0,0.0,0.0
MI,2009,0.0,0.0,9901591.0,371707000000.0,0.0,0.0,0.0
MI,2010,0.0,0.0,9877597.0,393179600000.0,0.0,0.0,0.0
MI,2011,0.0,0.0,9883053.0,408354100000.0,0.0,0.0,0.0
MI,2012,1.0,37000000.0,9898289.0,426141100000.0,3.738019772912268,8.682570162793497e-05,37000000.0
MI,2013,1.0,73305000.0,9914802.0,441470800000.0,7.393491065177096,0.00016604722214923388,110305000.0
MI,2014,0.0,0.0,9932033.0,456123500000.0,0.0,0.0,110305000.0
MI,2015,0.0,0.0,9934483.0,479222700000.0,0.0,0.0,110305000.0
MI,2016,1.0,51310000.0,9954117.0,494752500000.0,5.154651085575948,0.0001037084198664989,161615000.0
MI,2017,2.0,42230000.0,9976752.0,505101500000.0,4.232840507612097,8.360695820543e-05,203845000.0
MI,2018,3.0,38905000.0,9987286.0,525240800000.00006,3.89545267853549,7.407078810328519e-05,242750000.0
MI,2019,4.0,18395000.0,9984795.0,540237300000.00006,1.8423012190034949,3.4049851796608635e-05,261145000.0
MI,2020,19.0,157130000.0,10072703.0,530161300000.00006,15.59958632752301,0.0002963814974801065,418275000.0
MI,2021,14.0,150442717.0,10041351.0,573329400000.0,14.982318315533437,0.0002624018879896967,568717717.0
MI,2022,33.0,377027500.0,10050877.0,624173200000.0,37.51190070279439,0.0006040430765050469,945745217.0
MI,2023,30.0,703456220.0,10083356.0,676030800000.0,69.7640963980643,0.001040568299550849,1649201437.0
MI,2024,34.0,806952042.0,10140459.0,702466900000.0,79.57746705548536,0.001148740306482768,2456153479.0
MI,2025,6.0,147855000.0,10140459.0,702466900000.0,14.580700932768428,0.00021047966815233572,2604008479.0
MN,2001,0.0,0.0,4982796.0,196869400000.0,0.0,0.0,0.0
MN,2002,0.0,0.0,5018935.0,204061100000.0,0.0,0.0,0.0
MN,2003,0.0,0.0,5053572.0,215975100000.0,0.0,0.0,0.0
MN,2004,0.0,0.0,5087713.0,231949400000.0,0.0,0.0,0.0
MN,2005,0.0,0.0,5119598.0,244635400000.0,0.0,0.0,0.0
MN,2006,0.0,0.0,5163555.0,252357600000.0,0.0,0.0,0.0
MN,2007,0.0,0.0,5207203.0,261250700000.0,0.0,0.0,0.0
MN,2008,0.0,0.0,5247018.0,268771500000.0,0.0,0.0,0.0
MN,2009,0.0,0.0,5281203.0,262628800000.0,0.0,0.0,0.0
MN,2010,0.0,0.0,5310934.0,274649200000.0,0.0,0.0,0.0
MN,2011,0.0,0.0,5346620.0,287070800000.0,0.0,0.0,0.0
MN,2012,0.0,0.0,5377500.0,298641400000.0,0.0,0.0,0.0
MN,2013,0.0,0.0,5414722.0,311752100000.0,0.0,0.0,0.0
MN,2014,0.0,0.0,5452665.0,324701500000.0,0.0,0.0,0.0
MN,2015,0.0,0.0,5484002.0,336762000000.0,0.0,0.0,0.0
MN,2016,1.0,6933456.0,5525360.0,345248800000.0,1.2548423994092692,2.008249123530625e-05,6933456.0
MN,2017,1.0,1399753.0,5569283.0,354721900000.0,0.25133450751200825,3.946057460788297e-06,8333209.0
MN,2018,11.0,45451182.0,5608762.0,372439200000.0,8.103603255049867,0.00012203651495331318,53784391.0
MN,2019,16.0,84446999.0,5640053.0,384850200000.0,14.97273146192066,0.00021942823207575312,138231390.0
MN,2020,19.0,74416594.0,5710735.0,378969400000.0,13.031001088301243,0.0001963657065715596,212647984.0
MN,2021,36.0,155961945.0,5718660.0,416141900000.0,27.272463304340526,0.00037478068178186335,368609929.0
MN,2022,30.0,165321481.0,5721621.0,457393800000.0,28.894168453310698,0.00036144233043823506,533931410.0
MN,2023,18.0,185502497.0,5753048.0,483222000000.0,32.24421159009972,0.00038388669596996824,719433907.0
MN,2024,29.0,210662242.0,5793151.0,507687800000.0,36.36401709535968,0.00041494446390084617,930096149.0
MN,2025,11.0,60692736.0,5793151.0,507687800000.0,10.476636289991406,0.00011954735961746569,990788885.0
MO,2001,0.0,0.0,5641142.0,190388700000.0,0.0,0.0,0.0
MO,2002,0.0,0.0,5674825.0,197399000000.0,0.0,0.0,0.0
MO,2003,0.0,0.0,5709403.0,206005200000.0,0.0,0.0,0.0
MO,2004,0.0,0.0,5747741.0,216977500000.0,0.0,0.0,0.0
MO,2005,0.0,0.0,5790300.0,227594600000.0,0.0,0.0,0.0
MO,2006,0.0,0.0,5842704.0,235816900000.0,0.0,0.0,0.0
MO,2007,0.0,0.0,5887612.0,244085300000.0,0.0,0.0,0.0
MO,2008,0.0,0.0,5923916.0,256431100000.0,0.0,0.0,0.0
MO,2009,0.0,0.0,5961088.0,254306200000.0,0.0,0.0,0.0
MO,2010,0.0,0.0,5996089.0,262013400000.0,0.0,0.0,0.0
MO,2011,0.0,0.0,6011182.0,263330000000.0,0.0,0.0,0.0
MO,2012,0.0,0.0,6026027.0,272482400000.00003,0.0,0.0,0.0
MO,2013,0.0,0.0,6042989.0,282659700000.0,0.0,0.0,0.0
MO,2014,1.0,1000000.0,6059130.0,289340700000.0,0.16504019553962368,3.456133202138517e-06,1000000.0
MO,2015,1.0,6000000.0,6075411.0,299597700000.0,0.9875875064254912,2.002685601391466e-05,7000000.0
MO,2016,1.0,1000000.0,6091384.0,304143300000.0,0.16416630440635493,3.287923817489979e-06,8000000.0
MO,2017,1.0,66850000.0,6111382.0,311273800000.0,10.938606030518137,0.00021476269445099458,74850000.0
MO,2018,1.0,25267000.0,6125986.0,320451600000.0,4.124560519726947,7.884810061800285e-05,100117000.0
MO,2019,5.0,9912000.0,6140475.0,334750200000.0,1.6142073699510218,2.9610139142560632e-05,110029000.0
MO,2020,16.0,63756918.0,6154744.0,335970800000.0,10.358987798680172,0.00018976922399208503,173785918.0
MO,2021,33.0,261231059.0,6171374.0,366193100000.0,42.329481084763295,0.0007133696921105285,435016977.0
MO,2022,36.0,132468597.0,6179414.0,397536900000.0,21.437080765263502,0.0003332233988844809,567485574.0
MO,2023,25.0,322623644.0,6208038.0,428887300000.0,51.96869671223018,0.0007522340810744454,890109218.0
MO,2024,37.0,804525488.0,6245466.0,448713700000.0,128.81752746712576,0.0017929594928793127,1694634706.0
MO,2025,16.0,29077000.0,6245466.0,448713700000.0,4.655697429142998,6.480078499943282e-05,1723711706.0
MS,2001,0.0,0.0,2852994.0,67750200000.0,0.0,0.0,0.0
MS,2002,0.0,0.0,2858681.0,69704900000.0,0.0,0.0,0.0
MS,2003,0.0,0.0,2868312.0,74418400000.0,0.0,0.0,0.0
MS,2004,0.0,0.0,2889010.0,78680100000.0,0.0,0.0,0.0
MS,2005,0.0,0.0,2905943.0,82991600000.0,0.0,0.0,0.0
MS,2006,0.0,0.0,2904978.0,87596700000.0,0.0,0.0,0.0
MS,2007,0.0,0.0,2928350.0,91876500000.0,0.0,0.0,0.0
MS,2008,0.0,0.0,2947806.0,95179300000.0,0.0,0.0,0.0
MS,2009,0.0,0.0,2958774.0,92378000000.0,0.0,0.0,0.0
MS,2010,0.0,0.0,2970615.0,94788300000.0,0.0,0.0,0.0
MS,2011,0.0,0.0,2979147.0,96799100000.0,0.0,0.0,0.0
MS,2012,1.0,39025000.0,2984599.0,100905400000.0,13.075458378160684,0.0003867483801659772,39025000.0
MS,2013,0.0,0.0,2989839.0,103042600000.0,0.0,0.0,39025000.0
MS,2014,1.0,7847920.0,2991892.0,105219500000.0,2.62306259717931,7.458617461592195e-05,46872920.0
MS,2015,0.0,0.0,2990231.0,106623900000.0,0.0,0.0,46872920.0
MS,2016,0.0,0.0,2990595.0,107795400000.0,0.0,0.0,46872920.0
MS,2017,2.0,7276634.0,2990674.0,110281400000.0,2.4331083896138463,6.598242314660496e-05,54149554.0
MS,2018,5.0,50492588.0,2982879.0,113166400000.0,16.927467724973088,0.0004461800322357166,104642142.0
MS,2019,5.0,16872460.2,2978227.0,116135700000.0,5.665270041538136,0.00014528228787530448,121514602.2
MS,2020,5.0,46631425.83,2958536.0,117441600000.0,15.761655707417452,0.00039706054609269626,168146028.03
MS,2021,7.0,47501394.0,2947209.0,130404600000.0,16.117416172385468,0.000364261644144455,215647422.03
MS,2022,6.0,23795228.0,2941939.0,141724200000.0,8.088280552383988,0.00016789812890106277,239442650.03
MS,2023,9.0,64632342.0,2943172.0,151511900000.0,21.960096793527526,0.0004265826116628463,304074992.03
MS,2024,15.0,130128771.39,2943045.0,158192400000.0,44.2156920434448,0.0008225981234876011,434203763.42
MS,2025,0.0,0.0,2943045.0,158192400000.0,0.0,0.0,434203763.42
MT,2001,0.0,0.0,906961.0,22798000000.0,0.0,0.0,0.0
MT,2002,0.0,0.0,911667.0,23886000000.0,0.0,0.0,0.0
MT,2003,0.0,0.0,919630.0,25781100000.0,0.0,0.0,0.0
MT,2004,0.0,0.0,930009.0,28138800000.0,0.0,0.0,0.0
MT,2005,0.0,0.0,940102.0,30823700000.0,0.0,0.0,0.0
MT,2006,0.0,0.0,952692.0,33088000000.0,0.0,0.0,0.0
MT,2007,0.0,0.0,964706.0,36116100000.0,0.0,0.0,0.0
MT,2008,0.0,0.0,976415.0,37028000000.0,0.0,0.0,0.0
MT,2009,0.0,0.0,983982.0,35880000000.0,0.0,0.0,0.0
MT,2010,0.0,0.0,990730.0,38080300000.0,0.0,0.0,0.0
MT,2011,0.0,0.0,997518.0,40592300000.0,0.0,0.0,0.0
MT,2012,0.0,0.0,1004168.0,42150200000.0,0.0,0.0,0.0
MT,2013,0.0,0.0,1014158.0,43584000000.0,0.0,0.0,0.0
MT,2014,0.0,0.0,1022657.0,45203800000.0,0.0,0.0,0.0
MT,2015,0.0,0.0,1031494.9999999999,46542400000.0,0.0,0.0,0.0
MT,2016,2.0,8600000.0,1042137.0,45859400000.0,8.252273933273647,0.00018752971037562638,8600000.0
MT,2017,2.0,8785000.0,1053862.0,48470500000.0,8.336006042536878,0.00018124426197377788,17385000.0
MT,2018,4.0,19082000.0,1061818.0,51152100000.0,17.971064721072725,0.00037304431294120865,36467000.0
MT,2019,9.0,30351250.0,1070123.0,52715600000.0,28.362393855659583,0.0005757546153320838,66818250.0
MT,2020,14.0,49876100.0,1087230.0,53057300000.0,45.87446998335219,0.0009400421808120655,116694350.0
MT,2021,12.0,25418200.0,1106522.0,60314800000.0,22.97125588103987,0.0004214255870864199,142112550.0
MT,2022,5.0,9018000.0,1122095.0,69087800000.0,8.036752681368334,0.00013052955804063814,151130550.0
MT,2023,10.0,22411500.0,1131302.0,74690300000.0,19.81036009836454,0.0003000590438115793,173542050.0
MT,2024,13.0,37895701.0,1137233.0,78441000000.0,33.32272366348848,0.00048311088588875713,211437751.0
MT,2025,14.0,25664154.0,1137233.0,78441000000.0,22.567190716414313,0.00032717780242475235,237101905.0
NC,2001,0.0,0.0,8210121.999999999,287317100000.0,0.0,0.0,0.0
NC,2002,0.0,0.0,8326200.999999999,297653000000.0,0.0,0.0,0.0
NC,2003,0.0,0.0,8422501.0,310200300000.0,0.0,0.0,0.0
NC,2004,0.0,0.0,8553152.0,329017700000.0,0.0,0.0,0.0
NC,2005,0.0,0.0,8705407.0,354798500000.0,0.0,0.0,0.0
NC,2006,0.0,0.0,8917270.0,388012100000.0,0.0,0.0,0.0
NC,2007,0.0,0.0,9118037.0,402188300000.0,0.0,0.0,0.0
NC,2008,0.0,0.0,9309449.0,420707200000.0,0.0,0.0,0.0
NC,2009,0.0,0.0,9449566.0,413096800000.0,0.0,0.0,0.0
NC,2010,0.0,0.0,9574586.0,422282200000.0,0.0,0.0,0.0
NC,2011,0.0,0.0,9658913.0,430040100000.0,0.0,0.0,0.0
NC,2012,0.0,0.0,9751810.0,444063200000.0,0.0,0.0,0.0
NC,2013,0.0,0.0,9846717.0,460946400000.0,0.0,0.0,0.0
NC,2014,1.0,9959308.0,9937295.0,482295700000.0,1.0022151903510965,2.064979638010457e-05,9959308.0
NC,2015,3.0,11211054.0,10037218.0,508672400000.0,1.1169483416620023,2.2039831530077118e-05,21170362.0
NC,2016,1.0,3519475.0,10161802.0,528284300000.00006,0.3463435914220726,6.662085168913783e-06,24689837.0
NC,2017,8.0,47665796.0,10275758.0,546810100000.0,4.638664709698301,8.717065760124036e-05,72355633.0
NC,2018,7.0,13752994.0,10391358.0,568037300000.0,1.3235030493608246,2.421142766504946e-05,86108627.0
NC,2019,10.0,49361617.0,10501384.0,592449600000.0,4.700486812024015,8.331783328067062e-05,135470244.0
NC,2020,14.0,78698809.0,10449652.0,600226900000.0,7.531237308189785,0.00013111509830699024,214169053.0
NC,2021,25.0,177876830.0,10564320.0,660804700000.0,16.83750870855862,0.0002691821501874911,392045883.0
NC,2022,20.0,204447540.0,10710793.0,729761900000.0,19.087992831156384,0.0002801565003599119,596493423.0
NC,2023,15.0,88134178.0,10881189.0,794838000000.0,8.099682672546171,0.00011088319632428244,684627601.0
NC,2024,19.0,94191216.0,11046024.0,844209000000.0,8.527160179988746,0.00011157333788196999,778818817.0
NC,2025,13.0,154218526.0,11046024.0,844209000000.0,13.961451287811796,0.0001826781353906438,933037343.0
ND,2001,0.0,0.0,639062.0,18976900000.0,0.0,0.0,0.0
ND,2002,0.0,0.0,638168.0,20195600000.0,0.0,0.0,0.0
ND,2003,0.0,0.0,638817.0,22129900000.0,0.0,0.0,0.0
ND,2004,0.0,0.0,644705.0,23209600000.0,0.0,0.0,0.0
ND,2005,0.0,0.0,646089.0,24572000000.0,0.0,0.0,0.0
ND,2006,0.0,0.0,649422.0,26406500000.0,0.0,0.0,0.0
ND,2007,0.0,0.0,652822.0,29044600000.0,0.0,0.0,0.0
ND,2008,0.0,0.0,657569.0,32027700000.0,0.0,0.0,0.0
ND,2009,0.0,0.0,664968.0,32310400000.0,0.0,0.0,0.0
ND,2010,0.0,0.0,674752.0,35651800000.0,0.0,0.0,0.0
ND,2011,0.0,0.0,685526.0,41602100000.0,0.0,0.0,0.0
ND,2012,0.0,0.0,702227.0,52079100000.0,0.0,0.0,0.0
ND,2013,0.0,0.0,723149.0,54877000000.0,0.0,0.0,0.0
ND,2014,0.0,0.0,738736.0,61108300000.0,0.0,0.0,0.0
ND,2015,0.0,0.0,755537.0,56952200000.0,0.0,0.0,0.0
ND,2016,1.0,1340000.0,756114.0,52666300000.0,1.7722195330333785,2.544321511099128e-05,1340000.0
ND,2017,3.0,8092000.0,756755.0,56530200000.0,10.693024823093339,0.0001431447261817577,9432000.0
ND,2018,10.0,161892000.0,760062.0,60377100000.0,212.9984132873371,0.002681347729519967,171324000.0
ND,2019,9.0,18208000.0,763724.0,60892500000.0,23.841073476805757,0.00029901876257338754,189532000.0
ND,2020,8.0,14468000.0,779563.0,56321400000.0,18.559115812320492,0.0002568828189640172,204000000.0
ND,2021,13.0,23201000.0,777966.0,64830000000.0,29.822640063961664,0.0003578744408452877,227201000.0
ND,2022,8.0,111311000.0,781057.0,75052100000.0,142.51328648229259,0.0014831163951441733,338512000.0
ND,2023,14.0,112392000.0,789047.0,77898100000.0,142.4401841715386,0.0014428079760610336,450904000.0
ND,2024,14.0,46087000.0,796568.0,80058300000.0,57.85695634271023,0.000575667981958148,496991000.0
ND,2025,14.0,32772000.0,796568.0,80058300000.0,41.141497022225344,0.0004093516849595857,529763000.0
NE,2001,0.0,0.0,1719836.0,59634300000.0,0.0,0.0,0.0
NE,2002,0.0,0.0,1728292.0,61569500000.0,0.0,0.0,0.0
NE,2003,0.0,0.0,1738643.0,66471700000.0,0.0,0.0,0.0
NE,2004,0.0,0.0,1749370.0,70445400000.0,0.0,0.0,0.0
NE,2005,0.0,0.0,1761497.0,74886700000.0,0.0,0.0,0.0
NE,2006,0.0,0.0,1772693.0,79287500000.0,0.0,0.0,0.0
NE,2007,0.0,0.0,1783440.0,84291900000.0,0.0,0.0,0.0
NE,2008,0.0,0.0,1796378.0,86146600000.0,0.0,0.0,0.0
NE,2009,0.0,0.0,1812683.0,87325500000.0,0.0,0.0,0.0
NE,2010,0.0,0.0,1829591.0,91940700000.0,0.0,0.0,0.0
NE,2011,0.0,0.0,1840914.0,100526500000.0,0.0,0.0,0.0
NE,2012,0.0,0.0,1853691.0,102949700000.0,0.0,0.0,0.0
NE,2013,0.0,0.0,1865813.0,107247000000.0,0.0,0.0,0.0
NE,2014,0.0,0.0,1879955.0,112763300000.0,0.0,0.0,0.0
NE,2015,1.0,100000.0,1892059.0,117402300000.0,0.05285247447357614,8.5177206920137e-07,100000.0
NE,2016,0.0,0.0,1906483.0,119389800000.0,0.0,0.0,100000.0
NE,2017,3.0,28473500.0,1916998.0,123219900000.0,14.853171469140813,0.00023107874620901332,28573500.0
NE,2018,1.0,1150000.0,1925512.0,127954400000.0,0.597243746078965,8.987576824243637e-06,29723500.0
NE,2019,6.0,3352155.0,1932571.0,132848200000.00002,1.7345572297214435,2.5232972671063662e-05,33075655.0
NE,2020,8.0,56216292.0,1963387.0,135014500000.0,28.632303259622276,0.0004163722563132108,89291947.0
NE,2021,15.0,63748480.0,1964537.0,150952500000.0,32.449620444919084,0.00042230820953611235,153040427.0
NE,2022,11.0,162786835.0,1972246.0,167840200000.0,82.53880854619555,0.0009698918078028982,315827262.0
NE,2023,7.0,9567000.0,1987864.0,183780900000.0,4.812703484745436,5.205655212266346e-05,325394262.0
NE,2024,10.0,38583371.0,2005465.0,189242700000.0,19.239114619302754,0.00020388300843308618,363977633.0
NE,2025,1.0,9726000.0,2005465.0,189242700000.0,4.849748063416714,5.1394320626370265e-05,373703633.0
NH,2001,0.0,0.0,1255517.0,47037300000.0,0.0,0.0,0.0
NH,2002,0.0,0.0,1269089.0,49109600000.0,0.0,0.0,0.0
NH,2003,0.0,0.0,1279840.0,51609700000.0,0.0,0.0,0.0
NH,2004,0.0,0.0,1290121.0,54545700000.0,0.0,0.0,0.0
NH,2005,0.0,0.0,1298492.0,56914600000.0,0.0,0.0,0.0
NH,2006,0.0,0.0,1308389.0,60152700000.0,0.0,0.0,0.0
NH,2007,0.0,0.0,1312540.0,61984800000.0,0.0,0.0,0.0
NH,2008,0.0,0.0,1315906.0,62095300000.0,0.0,0.0,0.0
NH,2009,0.0,0.0,1316102.0,63052200000.0,0.0,0.0,0.0
NH,2010,0.0,0.0,1316807.0,65310800000.0,0.0,0.0,0.0
NH,2011,0.0,0.0,1320444.0,66557300000.0,0.0,0.0,0.0
NH,2012,0.0,0.0,1324677.0,68412000000.0,0.0,0.0,0.0
NH,2013,0.0,0.0,1327272.0,70897400000.0,0.0,0.0,0.0
NH,2014,0.0,0.0,1334257.0,73455100000.0,0.0,0.0,0.0
NH,2015,0.0,0.0,1337480.0,77385800000.0,0.0,0.0,0.0
NH,2016,4.0,130680000.0,1343694.0,79759700000.0,97.25428557394764,0.0016384214083051967,130680000.0
NH,2017,7.0,16246500.0,1350395.0,81179600000.0,12.030924285116576,0.00020013032830908258,146926500.0
NH,2018,18.0,65862756.0,1355064.0,83859400000.0,48.60490427020421,0.0007853950302530188,212789256.0
NH,2019,24.0,18114254.0,1360783.0,87868200000.0,13.311640430546237,0.0002061525557596491,230903510.0
NH,2020,24.0,13049715.68,1378756.0,89041600000.0,9.464847790326932,0.00014655751558821943,243953225.68
NH,2021,25.0,18911250.0,1387677.0,99433300000.0,13.627991240036406,0.00019019030847814566,262864475.68
NH,2022,27.0,71632014.0,1396678.0,106824600000.0,51.2874220113727,0.0006705572873663932,334496489.68
NH,2023,28.0,68958204.0,1402199.0,114427800000.0,49.178614447735306,0.0006026350589629444,403454693.68
NH,2024,33.0,49740790.0,1409032.0,119336600000.0,35.30139130977863,0.00041681085266380977,453195483.68
